"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Finland (FI)","Actual Total Load [MW] - Finland (FI)"
"21.05.2023 19:30 - 21.05.2023 19:45","7327","7223"
"21.05.2023 19:45 - 21.05.2023 20:00","7327","7223"
"21.05.2023 20:00 - 21.05.2023 20:15","7180","7015"
"21.05.2023 20:15 - 21.05.2023 20:30","7180","7015"
"21.05.2023 20:30 - 21.05.2023 20:45","7180","7015"
"21.05.2023 20:45 - 21.05.2023 21:00","7180","7015"
"21.05.2023 21:00 - 21.05.2023 21:15","7351","7185"
"21.05.2023 21:15 - 21.05.2023 21:30","7351","7185"
"21.05.2023 21:30 - 21.05.2023 21:45","7351","7185"
"21.05.2023 21:45 - 21.05.2023 22:00","7351","7185"
"21.05.2023 22:00 - 21.05.2023 22:15","7361","7137"
"21.05.2023 22:15 - 21.05.2023 22:30","7361","7137"
"21.05.2023 22:30 - 21.05.2023 22:45","7361","7137"
"21.05.2023 22:45 - 21.05.2023 23:00","7361","7137"
"21.05.2023 23:00 - 21.05.2023 23:15","7042","6812"
"21.05.2023 23:15 - 21.05.2023 23:30","7042","6812"
"21.05.2023 23:30 - 21.05.2023 23:45","7042","6812"
"21.05.2023 23:45 - 22.05.2023 00:00","7042","6812"
"22.05.2023 00:00 - 22.05.2023 00:15","6726","6708"
"22.05.2023 00:15 - 22.05.2023 00:30","6721","6622"
"22.05.2023 00:30 - 22.05.2023 00:45","6712","6549"
"22.05.2023 00:45 - 22.05.2023 01:00","6695","6594"
"22.05.2023 01:00 - 22.05.2023 01:15","6667","6556"
"22.05.2023 01:15 - 22.05.2023 01:30","6643","6542"
"22.05.2023 01:30 - 22.05.2023 01:45","6623","6454"
"22.05.2023 01:45 - 22.05.2023 02:00","6594","6389"
"22.05.2023 02:00 - 22.05.2023 02:15","6550","6465"
"22.05.2023 02:15 - 22.05.2023 02:30","6527","6411"
"22.05.2023 02:30 - 22.05.2023 02:45","6519","6433"
"22.05.2023 02:45 - 22.05.2023 03:00","6515","6382"
"22.05.2023 03:00 - 22.05.2023 03:15","6515","6382"
"22.05.2023 03:15 - 22.05.2023 03:30","6528","6406"
"22.05.2023 03:30 - 22.05.2023 03:45","6557","6398"
"22.05.2023 03:45 - 22.05.2023 04:00","6583","6378"
"22.05.2023 04:00 - 22.05.2023 04:15","6599","6402"
"22.05.2023 04:15 - 22.05.2023 04:30","6660","6463"
"22.05.2023 04:30 - 22.05.2023 04:45","6746","6554"
"22.05.2023 04:45 - 22.05.2023 05:00","6882","6676"
"22.05.2023 05:00 - 22.05.2023 05:15","7099","6908"
"22.05.2023 05:15 - 22.05.2023 05:30","7246","7141"
"22.05.2023 05:30 - 22.05.2023 05:45","7351","7257"
"22.05.2023 05:45 - 22.05.2023 06:00","7449","7339"
"22.05.2023 06:00 - 22.05.2023 06:15","7525","7470"
"22.05.2023 06:15 - 22.05.2023 06:30","7600","7571"
"22.05.2023 06:30 - 22.05.2023 06:45","7672","7665"
"22.05.2023 06:45 - 22.05.2023 07:00","7733","7707"
"22.05.2023 07:00 - 22.05.2023 07:15","7787","7694"
"22.05.2023 07:15 - 22.05.2023 07:30","7832","7864"
"22.05.2023 07:30 - 22.05.2023 07:45","7870","7875"
"22.05.2023 07:45 - 22.05.2023 08:00","7897","7947"
"22.05.2023 08:00 - 22.05.2023 08:15","7912","7971"
"22.05.2023 08:15 - 22.05.2023 08:30","7926","8023"
"22.05.2023 08:30 - 22.05.2023 08:45","7939","7974"
"22.05.2023 08:45 - 22.05.2023 09:00","7935","7949"
"22.05.2023 09:00 - 22.05.2023 09:15","7906","7938"
"22.05.2023 09:15 - 22.05.2023 09:30","7904","7972"
"22.05.2023 09:30 - 22.05.2023 09:45","7917","7980"
"22.05.2023 09:45 - 22.05.2023 10:00","7946","7955"
"22.05.2023 10:00 - 22.05.2023 10:15","8004","7987"
"22.05.2023 10:15 - 22.05.2023 10:30","8034","8011"
"22.05.2023 10:30 - 22.05.2023 10:45","8047","8026"
"22.05.2023 10:45 - 22.05.2023 11:00","8054","7999"
"22.05.2023 11:00 - 22.05.2023 11:15","8052","8039"
"22.05.2023 11:15 - 22.05.2023 11:30","8049","8004"
"22.05.2023 11:30 - 22.05.2023 11:45","8043","8060"
"22.05.2023 11:45 - 22.05.2023 12:00","8030","8012"
"22.05.2023 12:00 - 22.05.2023 12:15","8006","8068"
"22.05.2023 12:15 - 22.05.2023 12:30","7988","8056"
"22.05.2023 12:30 - 22.05.2023 12:45","7973","8073"
"22.05.2023 12:45 - 22.05.2023 13:00","7954","7944"
"22.05.2023 13:00 - 22.05.2023 13:15","7929","8037"
"22.05.2023 13:15 - 22.05.2023 13:30","7912","7864"
"22.05.2023 13:30 - 22.05.2023 13:45","7900","7906"
"22.05.2023 13:45 - 22.05.2023 14:00","7893","7916"
"22.05.2023 14:00 - 22.05.2023 14:15","7896","7811"
"22.05.2023 14:15 - 22.05.2023 14:30","7891","7816"
"22.05.2023 14:30 - 22.05.2023 14:45","7883","7763"
"22.05.2023 14:45 - 22.05.2023 15:00","7872","7733"
"22.05.2023 15:00 - 22.05.2023 15:15","7855","7737"
"22.05.2023 15:15 - 22.05.2023 15:30","7845","7744"
"22.05.2023 15:30 - 22.05.2023 15:45","7837","7765"
"22.05.2023 15:45 - 22.05.2023 16:00","7835","7747"
"22.05.2023 16:00 - 22.05.2023 16:15","7841","7741"
"22.05.2023 16:15 - 22.05.2023 16:30","7838","7678"
"22.05.2023 16:30 - 22.05.2023 16:45","7830","7678"
"22.05.2023 16:45 - 22.05.2023 17:00","7815","7710"
"22.05.2023 17:00 - 22.05.2023 17:15","7788","7683"
"22.05.2023 17:15 - 22.05.2023 17:30","7775","7651"
"22.05.2023 17:30 - 22.05.2023 17:45","7768","7685"
"22.05.2023 17:45 - 22.05.2023 18:00","7770","7722"
"22.05.2023 18:00 - 22.05.2023 18:15","7789","7687"
"22.05.2023 18:15 - 22.05.2023 18:30","7789","7630"
"22.05.2023 18:30 - 22.05.2023 18:45","7776","7695"
"22.05.2023 18:45 - 22.05.2023 19:00","7765","7713"
"22.05.2023 19:00 - 22.05.2023 19:15","7761","7672"
"22.05.2023 19:15 - 22.05.2023 19:30","7732","7630"
"22.05.2023 19:30 - 22.05.2023 19:45","7694","7601"
"22.05.2023 19:45 - 22.05.2023 20:00","7619","7562"
"22.05.2023 20:00 - 22.05.2023 20:15","7480","7474"
"22.05.2023 20:15 - 22.05.2023 20:30","7414","7380"
"22.05.2023 20:30 - 22.05.2023 20:45","7388","7248"
"22.05.2023 20:45 - 22.05.2023 21:00","7399","7099"
"22.05.2023 21:00 - 22.05.2023 21:15","7478","7255"
"22.05.2023 21:15 - 22.05.2023 21:30","7500","7326"
"22.05.2023 21:30 - 22.05.2023 21:45","7487","7375"
"22.05.2023 21:45 - 22.05.2023 22:00","7478","7349"
"22.05.2023 22:00 - 22.05.2023 22:15","7468","7380"
"22.05.2023 22:15 - 22.05.2023 22:30","7432","7318"
"22.05.2023 22:30 - 22.05.2023 22:45","7383","7142"
"22.05.2023 22:45 - 22.05.2023 23:00","7289","6982"
"22.05.2023 23:00 - 22.05.2023 23:15","7119","6868"
"22.05.2023 23:15 - 22.05.2023 23:30","7031","6796"
"22.05.2023 23:30 - 22.05.2023 23:45","6996","6677"
"22.05.2023 23:45 - 23.05.2023 00:00","6973","6602"
"23.05.2023 00:00 - 23.05.2023 00:15","6693","6450"
"23.05.2023 00:15 - 23.05.2023 00:30","6687","6409"
"23.05.2023 00:30 - 23.05.2023 00:45","6677","6371"
"23.05.2023 00:45 - 23.05.2023 01:00","6656","6351"
"23.05.2023 01:00 - 23.05.2023 01:15","6619","6333"
"23.05.2023 01:15 - 23.05.2023 01:30","6593","6348"
"23.05.2023 01:30 - 23.05.2023 01:45","6574","6352"
"23.05.2023 01:45 - 23.05.2023 02:00","6552","6364"
"23.05.2023 02:00 - 23.05.2023 02:15","6527","6351"
"23.05.2023 02:15 - 23.05.2023 02:30","6509","6307"
"23.05.2023 02:30 - 23.05.2023 02:45","6499","6277"
"23.05.2023 02:45 - 23.05.2023 03:00","6485","6274"
"23.05.2023 03:00 - 23.05.2023 03:15","6461","6219"
"23.05.2023 03:15 - 23.05.2023 03:30","6463","6216"
"23.05.2023 03:30 - 23.05.2023 03:45","6486","6301"
"23.05.2023 03:45 - 23.05.2023 04:00","6510","6268"
"23.05.2023 04:00 - 23.05.2023 04:15","6529","6252"
"23.05.2023 04:15 - 23.05.2023 04:30","6589","6434"
"23.05.2023 04:30 - 23.05.2023 04:45","6674","6517"
"23.05.2023 04:45 - 23.05.2023 05:00","6803","6611"
"23.05.2023 05:00 - 23.05.2023 05:15","7003","6871"
"23.05.2023 05:15 - 23.05.2023 05:30","7148","6975"
"23.05.2023 05:30 - 23.05.2023 05:45","7261","7123"
"23.05.2023 05:45 - 23.05.2023 06:00","7381","7277"
"23.05.2023 06:00 - 23.05.2023 06:15","7506","7376"
"23.05.2023 06:15 - 23.05.2023 06:30","7602","7539"
"23.05.2023 06:30 - 23.05.2023 06:45","7680","7663"
"23.05.2023 06:45 - 23.05.2023 07:00","7737","7716"
"23.05.2023 07:00 - 23.05.2023 07:15","7767","7677"
"23.05.2023 07:15 - 23.05.2023 07:30","7802","7760"
"23.05.2023 07:30 - 23.05.2023 07:45","7837","7912"
"23.05.2023 07:45 - 23.05.2023 08:00","7861","7949"
"23.05.2023 08:00 - 23.05.2023 08:15","7872","7979"
"23.05.2023 08:15 - 23.05.2023 08:30","7885","8111"
"23.05.2023 08:30 - 23.05.2023 08:45","7901","8074"
"23.05.2023 08:45 - 23.05.2023 09:00","7901","8070"
"23.05.2023 09:00 - 23.05.2023 09:15","7877","7985"
"23.05.2023 09:15 - 23.05.2023 09:30","7885","8131"
"23.05.2023 09:30 - 23.05.2023 09:45","7909","8120"
"23.05.2023 09:45 - 23.05.2023 10:00","7955","8031"
"23.05.2023 10:00 - 23.05.2023 10:15","8042","8061"
"23.05.2023 10:15 - 23.05.2023 10:30","8088","8090"
"23.05.2023 10:30 - 23.05.2023 10:45","8111","8119"
"23.05.2023 10:45 - 23.05.2023 11:00","8127","8159"
"23.05.2023 11:00 - 23.05.2023 11:15","8127","8114"
"23.05.2023 11:15 - 23.05.2023 11:30","8127","8130"
"23.05.2023 11:30 - 23.05.2023 11:45","8124","8138"
"23.05.2023 11:45 - 23.05.2023 12:00","8110","8057"
"23.05.2023 12:00 - 23.05.2023 12:15","8082","8146"
"23.05.2023 12:15 - 23.05.2023 12:30","8061","8079"
"23.05.2023 12:30 - 23.05.2023 12:45","8044","8059"
"23.05.2023 12:45 - 23.05.2023 13:00","8022","7983"
"23.05.2023 13:00 - 23.05.2023 13:15","7995","8001"
"23.05.2023 13:15 - 23.05.2023 13:30","7975","8054"
"23.05.2023 13:30 - 23.05.2023 13:45","7959","8033"
"23.05.2023 13:45 - 23.05.2023 14:00","7946","7921"
"23.05.2023 14:00 - 23.05.2023 14:15","7937","7942"
"23.05.2023 14:15 - 23.05.2023 14:30","7926","7974"
"23.05.2023 14:30 - 23.05.2023 14:45","7916","7948"
"23.05.2023 14:45 - 23.05.2023 15:00","7907","7882"
"23.05.2023 15:00 - 23.05.2023 15:15","7898","7808"
"23.05.2023 15:15 - 23.05.2023 15:30","7891","7860"
"23.05.2023 15:30 - 23.05.2023 15:45","7887","7892"
"23.05.2023 15:45 - 23.05.2023 16:00","7885","7951"
"23.05.2023 16:00 - 23.05.2023 16:15","7888","7962"
"23.05.2023 16:15 - 23.05.2023 16:30","7888","7860"
"23.05.2023 16:30 - 23.05.2023 16:45","7886","7860"
"23.05.2023 16:45 - 23.05.2023 17:00","7885","7844"
"23.05.2023 17:00 - 23.05.2023 17:15","7882","7864"
"23.05.2023 17:15 - 23.05.2023 17:30","7881","7813"
"23.05.2023 17:30 - 23.05.2023 17:45","7879","7876"
"23.05.2023 17:45 - 23.05.2023 18:00","7880","7883"
"23.05.2023 18:00 - 23.05.2023 18:15","7888","7883"
"23.05.2023 18:15 - 23.05.2023 18:30","7885","7889"
"23.05.2023 18:30 - 23.05.2023 18:45","7873","7910"
"23.05.2023 18:45 - 23.05.2023 19:00","7862","7892"
"23.05.2023 19:00 - 23.05.2023 19:15","7857","7849"
"23.05.2023 19:15 - 23.05.2023 19:30","7830","7752"
"23.05.2023 19:30 - 23.05.2023 19:45","7795","7695"
"23.05.2023 19:45 - 23.05.2023 20:00","7726","7644"
"23.05.2023 20:00 - 23.05.2023 20:15","7597","7547"
"23.05.2023 20:15 - 23.05.2023 20:30","7538","7437"
"23.05.2023 20:30 - 23.05.2023 20:45","7516","7328"
"23.05.2023 20:45 - 23.05.2023 21:00","7531","7236"
"23.05.2023 21:00 - 23.05.2023 21:15","7616","7371"
"23.05.2023 21:15 - 23.05.2023 21:30","7640","7419"
"23.05.2023 21:30 - 23.05.2023 21:45","7626","7417"
"23.05.2023 21:45 - 23.05.2023 22:00","7612","7401"
"23.05.2023 22:00 - 23.05.2023 22:15","7593","7345"
"23.05.2023 22:15 - 23.05.2023 22:30","7549","7226"
"23.05.2023 22:30 - 23.05.2023 22:45","7496","7153"
"23.05.2023 22:45 - 23.05.2023 23:00","7397","7092"
"23.05.2023 23:00 - 23.05.2023 23:15","7219","6969"
"23.05.2023 23:15 - 23.05.2023 23:30","7127","6785"
"23.05.2023 23:30 - 23.05.2023 23:45","7089","6756"
"23.05.2023 23:45 - 24.05.2023 00:00","7065","6684"
"24.05.2023 00:00 - 24.05.2023 00:15","6635","6677"
"24.05.2023 00:15 - 24.05.2023 00:30","6630","6614"
"24.05.2023 00:30 - 24.05.2023 00:45","6621","6618"
"24.05.2023 00:45 - 24.05.2023 01:00","6601","6527"
"24.05.2023 01:00 - 24.05.2023 01:15","6566","6473"
"24.05.2023 01:15 - 24.05.2023 01:30","6543","6536"
"24.05.2023 01:30 - 24.05.2023 01:45","6526","6475"
"24.05.2023 01:45 - 24.05.2023 02:00","6508","6502"
"24.05.2023 02:00 - 24.05.2023 02:15","6489","6438"
"24.05.2023 02:15 - 24.05.2023 02:30","6476","6457"
"24.05.2023 02:30 - 24.05.2023 02:45","6469","6384"
"24.05.2023 02:45 - 24.05.2023 03:00","6459","6386"
"24.05.2023 03:00 - 24.05.2023 03:15","6441","6445"
"24.05.2023 03:15 - 24.05.2023 03:30","6445","6398"
"24.05.2023 03:30 - 24.05.2023 03:45","6469","6349"
"24.05.2023 03:45 - 24.05.2023 04:00","6494","6326"
"24.05.2023 04:00 - 24.05.2023 04:15","6516","6434"
"24.05.2023 04:15 - 24.05.2023 04:30","6573","6479"
"24.05.2023 04:30 - 24.05.2023 04:45","6651","6588"
"24.05.2023 04:45 - 24.05.2023 05:00","6767","6658"
"24.05.2023 05:00 - 24.05.2023 05:15","6939","6917"
"24.05.2023 05:15 - 24.05.2023 05:30","7072","7082"
"24.05.2023 05:30 - 24.05.2023 05:45","7180","7239"
"24.05.2023 05:45 - 24.05.2023 06:00","7300","7355"
"24.05.2023 06:00 - 24.05.2023 06:15","7435","7499"
"24.05.2023 06:15 - 24.05.2023 06:30","7536","7604"
"24.05.2023 06:30 - 24.05.2023 06:45","7613","7752"
"24.05.2023 06:45 - 24.05.2023 07:00","7667","7730"
"24.05.2023 07:00 - 24.05.2023 07:15","7682","7712"
"24.05.2023 07:15 - 24.05.2023 07:30","7718","7831"
"24.05.2023 07:30 - 24.05.2023 07:45","7760","7874"
"24.05.2023 07:45 - 24.05.2023 08:00","7802","7864"
"24.05.2023 08:00 - 24.05.2023 08:15","7852","7848"
"24.05.2023 08:15 - 24.05.2023 08:30","7883","7913"
"24.05.2023 08:30 - 24.05.2023 08:45","7903","7954"
"24.05.2023 08:45 - 24.05.2023 09:00","7903","7938"
"24.05.2023 09:00 - 24.05.2023 09:15","7868","7920"
"24.05.2023 09:15 - 24.05.2023 09:30","7867","7868"
"24.05.2023 09:30 - 24.05.2023 09:45","7884","7938"
"24.05.2023 09:45 - 24.05.2023 10:00","7917","7929"
"24.05.2023 10:00 - 24.05.2023 10:15","7982","7936"
"24.05.2023 10:15 - 24.05.2023 10:30","8016","7977"
"24.05.2023 10:30 - 24.05.2023 10:45","8030","7994"
"24.05.2023 10:45 - 24.05.2023 11:00","8039","8000"
"24.05.2023 11:00 - 24.05.2023 11:15","8037","8052"
"24.05.2023 11:15 - 24.05.2023 11:30","8032","8124"
"24.05.2023 11:30 - 24.05.2023 11:45","8026","8121"
"24.05.2023 11:45 - 24.05.2023 12:00","8008","8106"
"24.05.2023 12:00 - 24.05.2023 12:15","7976","8076"
"24.05.2023 12:15 - 24.05.2023 12:30","7954","8064"
"24.05.2023 12:30 - 24.05.2023 12:45","7935","8074"
"24.05.2023 12:45 - 24.05.2023 13:00","7915","8064"
"24.05.2023 13:00 - 24.05.2023 13:15","7894","7985"
"24.05.2023 13:15 - 24.05.2023 13:30","7875","8006"
"24.05.2023 13:30 - 24.05.2023 13:45","7858","8033"
"24.05.2023 13:45 - 24.05.2023 14:00","7843","8078"
"24.05.2023 14:00 - 24.05.2023 14:15","7827","8013"
"24.05.2023 14:15 - 24.05.2023 14:30","7815","7961"
"24.05.2023 14:30 - 24.05.2023 14:45","7804","8050"
"24.05.2023 14:45 - 24.05.2023 15:00","7796","8046"
"24.05.2023 15:00 - 24.05.2023 15:15","7789","8003"
"24.05.2023 15:15 - 24.05.2023 15:30","7784","7965"
"24.05.2023 15:30 - 24.05.2023 15:45","7780","8031"
"24.05.2023 15:45 - 24.05.2023 16:00","7778","8126"
"24.05.2023 16:00 - 24.05.2023 16:15","7780","8154"
"24.05.2023 16:15 - 24.05.2023 16:30","7780","8039"
"24.05.2023 16:30 - 24.05.2023 16:45","7778","8044"
"24.05.2023 16:45 - 24.05.2023 17:00","7777","8078"
"24.05.2023 17:00 - 24.05.2023 17:15","7774","7988"
"24.05.2023 17:15 - 24.05.2023 17:30","7772","7987"
"24.05.2023 17:30 - 24.05.2023 17:45","7771","7990"
"24.05.2023 17:45 - 24.05.2023 18:00","7773","8031"
"24.05.2023 18:00 - 24.05.2023 18:15","7781","8048"
"24.05.2023 18:15 - 24.05.2023 18:30","7780","7958"
"24.05.2023 18:30 - 24.05.2023 18:45","7770","8046"
"24.05.2023 18:45 - 24.05.2023 19:00","7765","8107"
"24.05.2023 19:00 - 24.05.2023 19:15","7771","8093"
"24.05.2023 19:15 - 24.05.2023 19:30","7750","8044"
"24.05.2023 19:30 - 24.05.2023 19:45","7716","8004"
"24.05.2023 19:45 - 24.05.2023 20:00","7645","7999"
"24.05.2023 20:00 - 24.05.2023 20:15","7509","7890"
"24.05.2023 20:15 - 24.05.2023 20:30","7447","7790"
"24.05.2023 20:30 - 24.05.2023 20:45","7424","7619"
"24.05.2023 20:45 - 24.05.2023 21:00","7438","7514"
"24.05.2023 21:00 - 24.05.2023 21:15","7524","7632"
"24.05.2023 21:15 - 24.05.2023 21:30","7549","7703"
"24.05.2023 21:30 - 24.05.2023 21:45","7535","7687"
"24.05.2023 21:45 - 24.05.2023 22:00","7525","7705"
"24.05.2023 22:00 - 24.05.2023 22:15","7516","7685"
"24.05.2023 22:15 - 24.05.2023 22:30","7475","7517"
"24.05.2023 22:30 - 24.05.2023 22:45","7420","7469"
"24.05.2023 22:45 - 24.05.2023 23:00","7314","7254"
"24.05.2023 23:00 - 24.05.2023 23:15","7121","7149"
"24.05.2023 23:15 - 24.05.2023 23:30","7021","7074"
"24.05.2023 23:30 - 24.05.2023 23:45","6981","7049"
"24.05.2023 23:45 - 25.05.2023 00:00","6956","6942"
"25.05.2023 00:00 - 25.05.2023 00:15","6781","6885"
"25.05.2023 00:15 - 25.05.2023 00:30","6772","6813"
"25.05.2023 00:30 - 25.05.2023 00:45","6758","6762"
"25.05.2023 00:45 - 25.05.2023 01:00","6728","6663"
"25.05.2023 01:00 - 25.05.2023 01:15","6673","6658"
"25.05.2023 01:15 - 25.05.2023 01:30","6637","6635"
"25.05.2023 01:30 - 25.05.2023 01:45","6612","6633"
"25.05.2023 01:45 - 25.05.2023 02:00","6585","6577"
"25.05.2023 02:00 - 25.05.2023 02:15","6559","6595"
"25.05.2023 02:15 - 25.05.2023 02:30","6540","6561"
"25.05.2023 02:30 - 25.05.2023 02:45","6527","6572"
"25.05.2023 02:45 - 25.05.2023 03:00","6513","6483"
"25.05.2023 03:00 - 25.05.2023 03:15","6495","6535"
"25.05.2023 03:15 - 25.05.2023 03:30","6495","6473"
"25.05.2023 03:30 - 25.05.2023 03:45","6516","6397"
"25.05.2023 03:45 - 25.05.2023 04:00","6528","6506"
"25.05.2023 04:00 - 25.05.2023 04:15","6516","6550"
"25.05.2023 04:15 - 25.05.2023 04:30","6571","6611"
"25.05.2023 04:30 - 25.05.2023 04:45","6665","6737"
"25.05.2023 04:45 - 25.05.2023 05:00","6823","6789"
"25.05.2023 05:00 - 25.05.2023 05:15","7088","7165"
"25.05.2023 05:15 - 25.05.2023 05:30","7264","7290"
"25.05.2023 05:30 - 25.05.2023 05:45","7389","7458"
"25.05.2023 05:45 - 25.05.2023 06:00","7509","7605"
"25.05.2023 06:00 - 25.05.2023 06:15","7608","7802"
"25.05.2023 06:15 - 25.05.2023 06:30","7701","7878"
"25.05.2023 06:30 - 25.05.2023 06:45","7785","8055"
"25.05.2023 06:45 - 25.05.2023 07:00","7853","8058"
"25.05.2023 07:00 - 25.05.2023 07:15","7901","8128"
"25.05.2023 07:15 - 25.05.2023 07:30","7951","8222"
"25.05.2023 07:30 - 25.05.2023 07:45","7997","8326"
"25.05.2023 07:45 - 25.05.2023 08:00","8037","8241"
"25.05.2023 08:00 - 25.05.2023 08:15","8073","8200"
"25.05.2023 08:15 - 25.05.2023 08:30","8099","8334"
"25.05.2023 08:30 - 25.05.2023 08:45","8119","8333"
"25.05.2023 08:45 - 25.05.2023 09:00","8124","8300"
"25.05.2023 09:00 - 25.05.2023 09:15","8102","8368"
"25.05.2023 09:15 - 25.05.2023 09:30","8103","8405"
"25.05.2023 09:30 - 25.05.2023 09:45","8116","8472"
"25.05.2023 09:45 - 25.05.2023 10:00","8137","8545"
"25.05.2023 10:00 - 25.05.2023 10:15","8179","8547"
"25.05.2023 10:15 - 25.05.2023 10:30","8200","8601"
"25.05.2023 10:30 - 25.05.2023 10:45","8208","8547"
"25.05.2023 10:45 - 25.05.2023 11:00","8211","8614"
"25.05.2023 11:00 - 25.05.2023 11:15","8209","8632"
"25.05.2023 11:15 - 25.05.2023 11:30","8202","8530"
"25.05.2023 11:30 - 25.05.2023 11:45","8191","8475"
"25.05.2023 11:45 - 25.05.2023 12:00","8173","8412"
"25.05.2023 12:00 - 25.05.2023 12:15","8143","8411"
"25.05.2023 12:15 - 25.05.2023 12:30","8118","8397"
"25.05.2023 12:30 - 25.05.2023 12:45","8097","8309"
"25.05.2023 12:45 - 25.05.2023 13:00","8070","8397"
"25.05.2023 13:00 - 25.05.2023 13:15","8034","8292"
"25.05.2023 13:15 - 25.05.2023 13:30","8010","8222"
"25.05.2023 13:30 - 25.05.2023 13:45","7992","8216"
"25.05.2023 13:45 - 25.05.2023 14:00","7978","8218"
"25.05.2023 14:00 - 25.05.2023 14:15","7970","8282"
"25.05.2023 14:15 - 25.05.2023 14:30","7961","8076"
"25.05.2023 14:30 - 25.05.2023 14:45","7953","8050"
"25.05.2023 14:45 - 25.05.2023 15:00","7949","8086"
"25.05.2023 15:00 - 25.05.2023 15:15","7952","8060"
"25.05.2023 15:15 - 25.05.2023 15:30","7949","8056"
"25.05.2023 15:30 - 25.05.2023 15:45","7943","8155"
"25.05.2023 15:45 - 25.05.2023 16:00","7935","8172"
"25.05.2023 16:00 - 25.05.2023 16:15","7920","8184"
"25.05.2023 16:15 - 25.05.2023 16:30","7912","8111"
"25.05.2023 16:30 - 25.05.2023 16:45","7908","8144"
"25.05.2023 16:45 - 25.05.2023 17:00","7906","8104"
"25.05.2023 17:00 - 25.05.2023 17:15","7907","8127"
"25.05.2023 17:15 - 25.05.2023 17:30","7909","8112"
"25.05.2023 17:30 - 25.05.2023 17:45","7909","8134"
"25.05.2023 17:45 - 25.05.2023 18:00","7916","8171"
"25.05.2023 18:00 - 25.05.2023 18:15","7930","8120"
"25.05.2023 18:15 - 25.05.2023 18:30","7934","8126"
"25.05.2023 18:30 - 25.05.2023 18:45","7927","8215"
"25.05.2023 18:45 - 25.05.2023 19:00","7926","8206"
"25.05.2023 19:00 - 25.05.2023 19:15","7936","8199"
"25.05.2023 19:15 - 25.05.2023 19:30","7917","8045"
"25.05.2023 19:30 - 25.05.2023 19:45","7885","8008"
"25.05.2023 19:45 - 25.05.2023 20:00","7813","7936"
"25.05.2023 20:00 - 25.05.2023 20:15","7672","7954"
"25.05.2023 20:15 - 25.05.2023 20:30","7609","7743"
"25.05.2023 20:30 - 25.05.2023 20:45","7588","7589"
"25.05.2023 20:45 - 25.05.2023 21:00","7606","7538"
"25.05.2023 21:00 - 25.05.2023 21:15","7698","7697"
"25.05.2023 21:15 - 25.05.2023 21:30","7727","7723"
"25.05.2023 21:30 - 25.05.2023 21:45","7716","7746"
"25.05.2023 21:45 - 25.05.2023 22:00","7706","7654"
"25.05.2023 22:00 - 25.05.2023 22:15","7691","7762"
"25.05.2023 22:15 - 25.05.2023 22:30","7652","7697"
"25.05.2023 22:30 - 25.05.2023 22:45","7603","7570"
"25.05.2023 22:45 - 25.05.2023 23:00","7509","7437"
"25.05.2023 23:00 - 25.05.2023 23:15","7339","7386"
"25.05.2023 23:15 - 25.05.2023 23:30","7252","7392"
"25.05.2023 23:30 - 25.05.2023 23:45","7216","7255"
"25.05.2023 23:45 - 26.05.2023 00:00","7193","7169"
"26.05.2023 00:00 - 26.05.2023 00:15","6946","7074"
"26.05.2023 00:15 - 26.05.2023 00:30","6938","7019"
"26.05.2023 00:30 - 26.05.2023 00:45","6923","6949"
"26.05.2023 00:45 - 26.05.2023 01:00","6893","6873"
"26.05.2023 01:00 - 26.05.2023 01:15","6839","6919"
"26.05.2023 01:15 - 26.05.2023 01:30","6802","6870"
"26.05.2023 01:30 - 26.05.2023 01:45","6776","6808"
"26.05.2023 01:45 - 26.05.2023 02:00","6745","6775"
"26.05.2023 02:00 - 26.05.2023 02:15","6709","6866"
"26.05.2023 02:15 - 26.05.2023 02:30","6687","6884"
"26.05.2023 02:30 - 26.05.2023 02:45","6676","6792"
"26.05.2023 02:45 - 26.05.2023 03:00","6668","6787"
"26.05.2023 03:00 - 26.05.2023 03:15","6661","6735"
"26.05.2023 03:15 - 26.05.2023 03:30","6670","6681"
"26.05.2023 03:30 - 26.05.2023 03:45","6697","6737"
"26.05.2023 03:45 - 26.05.2023 04:00","6718","6709"
"26.05.2023 04:00 - 26.05.2023 04:15","6717","6848"
"26.05.2023 04:15 - 26.05.2023 04:30","6780","6885"
"26.05.2023 04:30 - 26.05.2023 04:45","6880","6983"
"26.05.2023 04:45 - 26.05.2023 05:00","7036","7084"
"26.05.2023 05:00 - 26.05.2023 05:15","7283","7399"
"26.05.2023 05:15 - 26.05.2023 05:30","7462","7581"
"26.05.2023 05:30 - 26.05.2023 05:45","7600","7659"
"26.05.2023 05:45 - 26.05.2023 06:00","7746","7870"
"26.05.2023 06:00 - 26.05.2023 06:15","7900","8025"
"26.05.2023 06:15 - 26.05.2023 06:30","8018","8080"
"26.05.2023 06:30 - 26.05.2023 06:45","8113","8223"
"26.05.2023 06:45 - 26.05.2023 07:00","8183","8324"
"26.05.2023 07:00 - 26.05.2023 07:15","8216","8299"
