"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"09.04.2023 07:30 - 09.04.2023 07:45","38506","36724"
"09.04.2023 07:45 - 09.04.2023 08:00","39298","37444"
"09.04.2023 08:00 - 09.04.2023 08:15","39914","38043"
"09.04.2023 08:15 - 09.04.2023 08:30","40745","38705"
"09.04.2023 08:30 - 09.04.2023 08:45","41637","39244"
"09.04.2023 08:45 - 09.04.2023 09:00","42401","39918"
"09.04.2023 09:00 - 09.04.2023 09:15","43331","40835"
"09.04.2023 09:15 - 09.04.2023 09:30","43891","41286"
"09.04.2023 09:30 - 09.04.2023 09:45","44234","41712"
"09.04.2023 09:45 - 09.04.2023 10:00","44823","41623"
"09.04.2023 10:00 - 09.04.2023 10:15","45405","41266"
"09.04.2023 10:15 - 09.04.2023 10:30","45856","41254"
"09.04.2023 10:30 - 09.04.2023 10:45","46276","41635"
"09.04.2023 10:45 - 09.04.2023 11:00","46540","41678"
"09.04.2023 11:00 - 09.04.2023 11:15","47076","41791"
"09.04.2023 11:15 - 09.04.2023 11:30","47694","42371"
"09.04.2023 11:30 - 09.04.2023 11:45","47881","42730"
"09.04.2023 11:45 - 09.04.2023 12:00","47897","42774"
"09.04.2023 12:00 - 09.04.2023 12:15","47790","42266"
"09.04.2023 12:15 - 09.04.2023 12:30","47542","41668"
"09.04.2023 12:30 - 09.04.2023 12:45","47033","41972"
"09.04.2023 12:45 - 09.04.2023 13:00","46722","41736"
"09.04.2023 13:00 - 09.04.2023 13:15","46286","41030"
"09.04.2023 13:15 - 09.04.2023 13:30","45764","40822"
"09.04.2023 13:30 - 09.04.2023 13:45","45271","40290"
"09.04.2023 13:45 - 09.04.2023 14:00","44681","39761"
"09.04.2023 14:00 - 09.04.2023 14:15","44250","39580"
"09.04.2023 14:15 - 09.04.2023 14:30","43760","38892"
"09.04.2023 14:30 - 09.04.2023 14:45","43600","38436"
"09.04.2023 14:45 - 09.04.2023 15:00","43318","38243"
"09.04.2023 15:00 - 09.04.2023 15:15","43112","37534"
"09.04.2023 15:15 - 09.04.2023 15:30","42974","36888"
"09.04.2023 15:30 - 09.04.2023 15:45","42963","36783"
"09.04.2023 15:45 - 09.04.2023 16:00","42905","36510"
"09.04.2023 16:00 - 09.04.2023 16:15","42966","36590"
"09.04.2023 16:15 - 09.04.2023 16:30","42874","36457"
"09.04.2023 16:30 - 09.04.2023 16:45","42972","36401"
"09.04.2023 16:45 - 09.04.2023 17:00","43181","36177"
"09.04.2023 17:00 - 09.04.2023 17:15","43759","36467"
"09.04.2023 17:15 - 09.04.2023 17:30","44014","36594"
"09.04.2023 17:30 - 09.04.2023 17:45","44283","37437"
"09.04.2023 17:45 - 09.04.2023 18:00","44628","38443"
"09.04.2023 18:00 - 09.04.2023 18:15","45380","39630"
"09.04.2023 18:15 - 09.04.2023 18:30","45526","40151"
"09.04.2023 18:30 - 09.04.2023 18:45","45823","40240"
"09.04.2023 18:45 - 09.04.2023 19:00","45974","40799"
"09.04.2023 19:00 - 09.04.2023 19:15","46313","41392"
"09.04.2023 19:15 - 09.04.2023 19:30","46071","41835"
"09.04.2023 19:30 - 09.04.2023 19:45","46255","42393"
"09.04.2023 19:45 - 09.04.2023 20:00","46113","42492"
"09.04.2023 20:00 - 09.04.2023 20:15","46314","42228"
"09.04.2023 20:15 - 09.04.2023 20:30","46107","42336"
"09.04.2023 20:30 - 09.04.2023 20:45","45915","42209"
"09.04.2023 20:45 - 09.04.2023 21:00","45635","41886"
"09.04.2023 21:00 - 09.04.2023 21:15","45363","42640"
"09.04.2023 21:15 - 09.04.2023 21:30","45303","42069"
"09.04.2023 21:30 - 09.04.2023 21:45","44853","41693"
"09.04.2023 21:45 - 09.04.2023 22:00","44690","41235"
"09.04.2023 22:00 - 09.04.2023 22:15","45088","42183"
"09.04.2023 22:15 - 09.04.2023 22:30","44826","42141"
"09.04.2023 22:30 - 09.04.2023 22:45","44387","41325"
"09.04.2023 22:45 - 09.04.2023 23:00","43852","40526"
"09.04.2023 23:00 - 09.04.2023 23:15","43129","40190"
"09.04.2023 23:15 - 09.04.2023 23:30","42676","39362"
"09.04.2023 23:30 - 09.04.2023 23:45","42155","38733"
"09.04.2023 23:45 - 10.04.2023 00:00","41582","38056"
"10.04.2023 00:00 - 10.04.2023 00:15","40192","37608"
"10.04.2023 00:15 - 10.04.2023 00:30","39789","37391"
"10.04.2023 00:30 - 10.04.2023 00:45","39388","36752"
"10.04.2023 00:45 - 10.04.2023 01:00","38920","36362"
"10.04.2023 01:00 - 10.04.2023 01:15","38535","35882"
"10.04.2023 01:15 - 10.04.2023 01:30","38117","35483"
"10.04.2023 01:30 - 10.04.2023 01:45","37882","35373"
"10.04.2023 01:45 - 10.04.2023 02:00","37673","34965"
"10.04.2023 02:00 - 10.04.2023 02:15","37505","34793"
"10.04.2023 02:15 - 10.04.2023 02:30","37372","34653"
"10.04.2023 02:30 - 10.04.2023 02:45","37297","34498"
"10.04.2023 02:45 - 10.04.2023 03:00","37239","34500"
"10.04.2023 03:00 - 10.04.2023 03:15","37308","34354"
"10.04.2023 03:15 - 10.04.2023 03:30","37158","34326"
"10.04.2023 03:30 - 10.04.2023 03:45","37260","34346"
"10.04.2023 03:45 - 10.04.2023 04:00","37405","34528"
"10.04.2023 04:00 - 10.04.2023 04:15","37631","34796"
"10.04.2023 04:15 - 10.04.2023 04:30","37720","34867"
"10.04.2023 04:30 - 10.04.2023 04:45","37708","34883"
"10.04.2023 04:45 - 10.04.2023 05:00","38070","35041"
"10.04.2023 05:00 - 10.04.2023 05:15","38282","35295"
"10.04.2023 05:15 - 10.04.2023 05:30","38324","35510"
"10.04.2023 05:30 - 10.04.2023 05:45","38584","35875"
"10.04.2023 05:45 - 10.04.2023 06:00","38705","35937"
"10.04.2023 06:00 - 10.04.2023 06:15","38610","36094"
"10.04.2023 06:15 - 10.04.2023 06:30","38831","36231"
"10.04.2023 06:30 - 10.04.2023 06:45","38994","36075"
"10.04.2023 06:45 - 10.04.2023 07:00","39244","35884"
"10.04.2023 07:00 - 10.04.2023 07:15","39561","36448"
"10.04.2023 07:15 - 10.04.2023 07:30","39794","36828"
"10.04.2023 07:30 - 10.04.2023 07:45","40591","37317"
"10.04.2023 07:45 - 10.04.2023 08:00","41194","37719"
"10.04.2023 08:00 - 10.04.2023 08:15","41827","38630"
"10.04.2023 08:15 - 10.04.2023 08:30","42692","39269"
"10.04.2023 08:30 - 10.04.2023 08:45","43422","40127"
"10.04.2023 08:45 - 10.04.2023 09:00","44321","40649"
"10.04.2023 09:00 - 10.04.2023 09:15","45011","41397"
"10.04.2023 09:15 - 10.04.2023 09:30","45564","41684"
"10.04.2023 09:30 - 10.04.2023 09:45","45967","42423"
"10.04.2023 09:45 - 10.04.2023 10:00","46288","42850"
"10.04.2023 10:00 - 10.04.2023 10:15","47027","42508"
"10.04.2023 10:15 - 10.04.2023 10:30","47429","42548"
"10.04.2023 10:30 - 10.04.2023 10:45","47872","43128"
"10.04.2023 10:45 - 10.04.2023 11:00","48216","43302"
"10.04.2023 11:00 - 10.04.2023 11:15","48504","43481"
"10.04.2023 11:15 - 10.04.2023 11:30","48850","43946"
"10.04.2023 11:30 - 10.04.2023 11:45","49069","44405"
"10.04.2023 11:45 - 10.04.2023 12:00","49072","44393"
"10.04.2023 12:00 - 10.04.2023 12:15","49115","44588"
"10.04.2023 12:15 - 10.04.2023 12:30","48939","44341"
"10.04.2023 12:30 - 10.04.2023 12:45","48718","44264"
"10.04.2023 12:45 - 10.04.2023 13:00","48465","43680"
"10.04.2023 13:00 - 10.04.2023 13:15","47954","42468"
"10.04.2023 13:15 - 10.04.2023 13:30","47448","42380"
"10.04.2023 13:30 - 10.04.2023 13:45","47206","42395"
"10.04.2023 13:45 - 10.04.2023 14:00","46523","41817"
"10.04.2023 14:00 - 10.04.2023 14:15","46269","41312"
"10.04.2023 14:15 - 10.04.2023 14:30","45934","41250"
"10.04.2023 14:30 - 10.04.2023 14:45","45717","41000"
"10.04.2023 14:45 - 10.04.2023 15:00","45518","40846"
"10.04.2023 15:00 - 10.04.2023 15:15","45092","41537"
"10.04.2023 15:15 - 10.04.2023 15:30","44839","41603"
"10.04.2023 15:30 - 10.04.2023 15:45","44537","41586"
"10.04.2023 15:45 - 10.04.2023 16:00","44364","41868"
"10.04.2023 16:00 - 10.04.2023 16:15","44323","42367"
"10.04.2023 16:15 - 10.04.2023 16:30","44301","42436"
"10.04.2023 16:30 - 10.04.2023 16:45","44530","42863"
"10.04.2023 16:45 - 10.04.2023 17:00","44790","43604"
"10.04.2023 17:00 - 10.04.2023 17:15","45404","44241"
"10.04.2023 17:15 - 10.04.2023 17:30","45725","44702"
"10.04.2023 17:30 - 10.04.2023 17:45","46039","45123"
"10.04.2023 17:45 - 10.04.2023 18:00","46646","45468"
"10.04.2023 18:00 - 10.04.2023 18:15","47126","46068"
"10.04.2023 18:15 - 10.04.2023 18:30","47121","46573"
"10.04.2023 18:30 - 10.04.2023 18:45","47442","47229"
"10.04.2023 18:45 - 10.04.2023 19:00","47662","47430"
"10.04.2023 19:00 - 10.04.2023 19:15","48074","47757"
"10.04.2023 19:15 - 10.04.2023 19:30","48157","47815"
"10.04.2023 19:30 - 10.04.2023 19:45","48341","48358"
"10.04.2023 19:45 - 10.04.2023 20:00","48164","48512"
"10.04.2023 20:00 - 10.04.2023 20:15","48183","48389"
"10.04.2023 20:15 - 10.04.2023 20:30","47832","47983"
"10.04.2023 20:30 - 10.04.2023 20:45","47707","48080"
"10.04.2023 20:45 - 10.04.2023 21:00","47403","47910"
"10.04.2023 21:00 - 10.04.2023 21:15","47231","47973"
"10.04.2023 21:15 - 10.04.2023 21:30","47001","47652"
"10.04.2023 21:30 - 10.04.2023 21:45","46463","47221"
"10.04.2023 21:45 - 10.04.2023 22:00","46072","47228"
"10.04.2023 22:00 - 10.04.2023 22:15","46180","48064"
"10.04.2023 22:15 - 10.04.2023 22:30","45575","47570"
"10.04.2023 22:30 - 10.04.2023 22:45","44930","47245"
"10.04.2023 22:45 - 10.04.2023 23:00","44202","46488"
"10.04.2023 23:00 - 10.04.2023 23:15","43554","45426"
"10.04.2023 23:15 - 10.04.2023 23:30","42972","44464"
"10.04.2023 23:30 - 10.04.2023 23:45","42498","43783"
"10.04.2023 23:45 - 11.04.2023 00:00","42140","42941"
"11.04.2023 00:00 - 11.04.2023 00:15","45603","42407"
"11.04.2023 00:15 - 11.04.2023 00:30","45159","42204"
"11.04.2023 00:30 - 11.04.2023 00:45","44706","41773"
"11.04.2023 00:45 - 11.04.2023 01:00","44201","41043"
"11.04.2023 01:00 - 11.04.2023 01:15","43779","40813"
"11.04.2023 01:15 - 11.04.2023 01:30","43524","40552"
"11.04.2023 01:30 - 11.04.2023 01:45","43321","40249"
"11.04.2023 01:45 - 11.04.2023 02:00","43069","39861"
"11.04.2023 02:00 - 11.04.2023 02:15","42920","39688"
"11.04.2023 02:15 - 11.04.2023 02:30","42842","39504"
"11.04.2023 02:30 - 11.04.2023 02:45","42825","39441"
"11.04.2023 02:45 - 11.04.2023 03:00","42828","39546"
"11.04.2023 03:00 - 11.04.2023 03:15","43028","39294"
"11.04.2023 03:15 - 11.04.2023 03:30","43156","39355"
"11.04.2023 03:30 - 11.04.2023 03:45","43282","39310"
"11.04.2023 03:45 - 11.04.2023 04:00","43550","39495"
"11.04.2023 04:00 - 11.04.2023 04:15","44211","40553"
"11.04.2023 04:15 - 11.04.2023 04:30","44595","41015"
"11.04.2023 04:30 - 11.04.2023 04:45","45011","41369"
"11.04.2023 04:45 - 11.04.2023 05:00","45537","41766"
"11.04.2023 05:00 - 11.04.2023 05:15","46597","43069"
"11.04.2023 05:15 - 11.04.2023 05:30","47117","43842"
"11.04.2023 05:30 - 11.04.2023 05:45","48108","44879"
"11.04.2023 05:45 - 11.04.2023 06:00","49143","46623"
"11.04.2023 06:00 - 11.04.2023 06:15","51687","49208"
"11.04.2023 06:15 - 11.04.2023 06:30","53305","50943"
"11.04.2023 06:30 - 11.04.2023 06:45","54323","52474"
"11.04.2023 06:45 - 11.04.2023 07:00","55268","53677"
"11.04.2023 07:00 - 11.04.2023 07:15","56568","55132"
"11.04.2023 07:15 - 11.04.2023 07:30","58045","55256"
"11.04.2023 07:30 - 11.04.2023 07:45","58929","56266"
"11.04.2023 07:45 - 11.04.2023 08:00","59774","56734"
"11.04.2023 08:00 - 11.04.2023 08:15","60442","56922"
"11.04.2023 08:15 - 11.04.2023 08:30","61198","57832"
"11.04.2023 08:30 - 11.04.2023 08:45","61478","58387"
"11.04.2023 08:45 - 11.04.2023 09:00","61513","58701"
"11.04.2023 09:00 - 11.04.2023 09:15","61557","58606"
"11.04.2023 09:15 - 11.04.2023 09:30","61804","58908"
"11.04.2023 09:30 - 11.04.2023 09:45","62216","59522"
"11.04.2023 09:45 - 11.04.2023 10:00","62395","60263"
"11.04.2023 10:00 - 11.04.2023 10:15","62540","60471"
"11.04.2023 10:15 - 11.04.2023 10:30","62566","60705"
"11.04.2023 10:30 - 11.04.2023 10:45","62776","60738"
"11.04.2023 10:45 - 11.04.2023 11:00","62731","61145"
"11.04.2023 11:00 - 11.04.2023 11:15","62962","60887"
"11.04.2023 11:15 - 11.04.2023 11:30","63048","61657"
"11.04.2023 11:30 - 11.04.2023 11:45","63108","61645"
"11.04.2023 11:45 - 11.04.2023 12:00","63032","62207"
"11.04.2023 12:00 - 11.04.2023 12:15","63015","62263"
"11.04.2023 12:15 - 11.04.2023 12:30","62513","62501"
"11.04.2023 12:30 - 11.04.2023 12:45","62585","62208"
"11.04.2023 12:45 - 11.04.2023 13:00","62573","61854"
"11.04.2023 13:00 - 11.04.2023 13:15","62453","61285"
"11.04.2023 13:15 - 11.04.2023 13:30","61897","60473"
"11.04.2023 13:30 - 11.04.2023 13:45","61292","59710"
"11.04.2023 13:45 - 11.04.2023 14:00","60614","59247"
"11.04.2023 14:00 - 11.04.2023 14:15","60327","58835"
"11.04.2023 14:15 - 11.04.2023 14:30","60172","58387"
"11.04.2023 14:30 - 11.04.2023 14:45","59698","58194"
"11.04.2023 14:45 - 11.04.2023 15:00","59353","57841"
"11.04.2023 15:00 - 11.04.2023 15:15","59218","57764"
"11.04.2023 15:15 - 11.04.2023 15:30","58809","56737"
"11.04.2023 15:30 - 11.04.2023 15:45","58412","56599"
"11.04.2023 15:45 - 11.04.2023 16:00","58121","56468"
"11.04.2023 16:00 - 11.04.2023 16:15","57789","56625"
"11.04.2023 16:15 - 11.04.2023 16:30","57410","55211"
"11.04.2023 16:30 - 11.04.2023 16:45","57268","55276"
"11.04.2023 16:45 - 11.04.2023 17:00","57391","55302"
"11.04.2023 17:00 - 11.04.2023 17:15","57809","55960"
"11.04.2023 17:15 - 11.04.2023 17:30","58041","55583"
"11.04.2023 17:30 - 11.04.2023 17:45","58455","55700"
"11.04.2023 17:45 - 11.04.2023 18:00","58818","55605"
"11.04.2023 18:00 - 11.04.2023 18:15","58917","55892"
"11.04.2023 18:15 - 11.04.2023 18:30","58968","56096"
"11.04.2023 18:30 - 11.04.2023 18:45","59186","56337"
"11.04.2023 18:45 - 11.04.2023 19:00","59455","56214"
"11.04.2023 19:00 - 11.04.2023 19:15","59729","56474"
"11.04.2023 19:15 - 11.04.2023 19:30","59568","56184"
"11.04.2023 19:30 - 11.04.2023 19:45","59592","56243"
"11.04.2023 19:45 - 11.04.2023 20:00","59499","56234"
"11.04.2023 20:00 - 11.04.2023 20:15","59026","56033"
"11.04.2023 20:15 - 11.04.2023 20:30","58576","55554"
"11.04.2023 20:30 - 11.04.2023 20:45","58167","54880"
"11.04.2023 20:45 - 11.04.2023 21:00","57344","54598"
"11.04.2023 21:00 - 11.04.2023 21:15","56690","53955"
"11.04.2023 21:15 - 11.04.2023 21:30","55943","53136"
"11.04.2023 21:30 - 11.04.2023 21:45","55010","52259"
"11.04.2023 21:45 - 11.04.2023 22:00","54179","51108"
"11.04.2023 22:00 - 11.04.2023 22:15","53698","50540"
"11.04.2023 22:15 - 11.04.2023 22:30","53036","50053"
"11.04.2023 22:30 - 11.04.2023 22:45","52118","49126"
"11.04.2023 22:45 - 11.04.2023 23:00","51156","48092"
"11.04.2023 23:00 - 11.04.2023 23:15","50148","47922"
"11.04.2023 23:15 - 11.04.2023 23:30","49327","46740"
"11.04.2023 23:30 - 11.04.2023 23:45","48594","46071"
"11.04.2023 23:45 - 12.04.2023 00:00","47911","45593"
"12.04.2023 00:00 - 12.04.2023 00:15","46717","45267"
"12.04.2023 00:15 - 12.04.2023 00:30","46138","44523"
"12.04.2023 00:30 - 12.04.2023 00:45","45579","43779"
"12.04.2023 00:45 - 12.04.2023 01:00","44679","43158"
"12.04.2023 01:00 - 12.04.2023 01:15","43962","42258"
"12.04.2023 01:15 - 12.04.2023 01:30","43674","41734"
"12.04.2023 01:30 - 12.04.2023 01:45","43309","42090"
"12.04.2023 01:45 - 12.04.2023 02:00","42999","41949"
"12.04.2023 02:00 - 12.04.2023 02:15","42855","41503"
"12.04.2023 02:15 - 12.04.2023 02:30","42701","41342"
"12.04.2023 02:30 - 12.04.2023 02:45","42725","41343"
"12.04.2023 02:45 - 12.04.2023 03:00","42902","41548"
"12.04.2023 03:00 - 12.04.2023 03:15","42970","41947"
"12.04.2023 03:15 - 12.04.2023 03:30","43026","42064"
"12.04.2023 03:30 - 12.04.2023 03:45","43050","42342"
"12.04.2023 03:45 - 12.04.2023 04:00","43243","42467"
"12.04.2023 04:00 - 12.04.2023 04:15","43773","42524"
"12.04.2023 04:15 - 12.04.2023 04:30","44205","42914"
"12.04.2023 04:30 - 12.04.2023 04:45","44751","43472"
"12.04.2023 04:45 - 12.04.2023 05:00","45441","43850"
"12.04.2023 05:00 - 12.04.2023 05:15","46628","45113"
"12.04.2023 05:15 - 12.04.2023 05:30","47382","45764"
"12.04.2023 05:30 - 12.04.2023 05:45","48318","46940"
"12.04.2023 05:45 - 12.04.2023 06:00","49554","48439"
"12.04.2023 06:00 - 12.04.2023 06:15","51759","50873"
"12.04.2023 06:15 - 12.04.2023 06:30","53638","52049"
"12.04.2023 06:30 - 12.04.2023 06:45","54916","53551"
"12.04.2023 06:45 - 12.04.2023 07:00","56056","54704"
"12.04.2023 07:00 - 12.04.2023 07:15","57245","56474"
"12.04.2023 07:15 - 12.04.2023 07:30","58911","57719"
"12.04.2023 07:30 - 12.04.2023 07:45","59785","58688"
"12.04.2023 07:45 - 12.04.2023 08:00","60515","59892"
"12.04.2023 08:00 - 12.04.2023 08:15","61176","60327"
"12.04.2023 08:15 - 12.04.2023 08:30","61944","60829"
"12.04.2023 08:30 - 12.04.2023 08:45","62218","61152"
"12.04.2023 08:45 - 12.04.2023 09:00","62273","61364"
"12.04.2023 09:00 - 12.04.2023 09:15","62328","61029"
"12.04.2023 09:15 - 12.04.2023 09:30","62585","61635"
"12.04.2023 09:30 - 12.04.2023 09:45","63119","61939"
"12.04.2023 09:45 - 12.04.2023 10:00","63424","62467"
"12.04.2023 10:00 - 12.04.2023 10:15","63794","62886"
"12.04.2023 10:15 - 12.04.2023 10:30","64004","63380"
"12.04.2023 10:30 - 12.04.2023 10:45","64294","63744"
"12.04.2023 10:45 - 12.04.2023 11:00","64374","64247"
"12.04.2023 11:00 - 12.04.2023 11:15","64578","64849"
"12.04.2023 11:15 - 12.04.2023 11:30","64640","64760"
"12.04.2023 11:30 - 12.04.2023 11:45","64801","65450"
"12.04.2023 11:45 - 12.04.2023 12:00","64659","65134"
"12.04.2023 12:00 - 12.04.2023 12:15","64541","64715"
"12.04.2023 12:15 - 12.04.2023 12:30","64114","64236"
"12.04.2023 12:30 - 12.04.2023 12:45","64071","64392"
"12.04.2023 12:45 - 12.04.2023 13:00","63888","64276"
"12.04.2023 13:00 - 12.04.2023 13:15","63750","64090"
"12.04.2023 13:15 - 12.04.2023 13:30","63313","63587"
"12.04.2023 13:30 - 12.04.2023 13:45","62837","62911"
"12.04.2023 13:45 - 12.04.2023 14:00","62066","61919"
"12.04.2023 14:00 - 12.04.2023 14:15","61822","61707"
"12.04.2023 14:15 - 12.04.2023 14:30","61680","61101"
"12.04.2023 14:30 - 12.04.2023 14:45","61356","60543"
"12.04.2023 14:45 - 12.04.2023 15:00","61023","60401"
"12.04.2023 15:00 - 12.04.2023 15:15","60865","59991"
"12.04.2023 15:15 - 12.04.2023 15:30","60608","59530"
"12.04.2023 15:30 - 12.04.2023 15:45","60161","58605"
"12.04.2023 15:45 - 12.04.2023 16:00","59862","58056"
"12.04.2023 16:00 - 12.04.2023 16:15","59555","57931"
"12.04.2023 16:15 - 12.04.2023 16:30","59177","57840"
"12.04.2023 16:30 - 12.04.2023 16:45","59082","57859"
"12.04.2023 16:45 - 12.04.2023 17:00","59071","57895"
"12.04.2023 17:00 - 12.04.2023 17:15","59418","58230"
"12.04.2023 17:15 - 12.04.2023 17:30","59529","58222"
"12.04.2023 17:30 - 12.04.2023 17:45","59826","58050"
"12.04.2023 17:45 - 12.04.2023 18:00","60052","58468"
"12.04.2023 18:00 - 12.04.2023 18:15","59992","58454"
"12.04.2023 18:15 - 12.04.2023 18:30","60025","58436"
"12.04.2023 18:30 - 12.04.2023 18:45","60203","58696"
"12.04.2023 18:45 - 12.04.2023 19:00","60467","58846"
"12.04.2023 19:00 - 12.04.2023 19:15","60773","59392"
"12.04.2023 19:15 - 12.04.2023 19:30","60508","59617"
"12.04.2023 19:30 - 12.04.2023 19:45","60410","59894"
"12.04.2023 19:45 - 12.04.2023 20:00","60204","59891"
"12.04.2023 20:00 - 12.04.2023 20:15","59707","59201"
"12.04.2023 20:15 - 12.04.2023 20:30","59231","58836"
"12.04.2023 20:30 - 12.04.2023 20:45","58760","58272"
"12.04.2023 20:45 - 12.04.2023 21:00","58038","57599"
"12.04.2023 21:00 - 12.04.2023 21:15","57458","57260"
"12.04.2023 21:15 - 12.04.2023 21:30","56750","56201"
"12.04.2023 21:30 - 12.04.2023 21:45","55920","54719"
"12.04.2023 21:45 - 12.04.2023 22:00","54989","53810"
"12.04.2023 22:00 - 12.04.2023 22:15","54475","52824"
"12.04.2023 22:15 - 12.04.2023 22:30","53800","52274"
"12.04.2023 22:30 - 12.04.2023 22:45","52787","51420"
"12.04.2023 22:45 - 12.04.2023 23:00","51899","50135"
"12.04.2023 23:00 - 12.04.2023 23:15","50909","49169"
"12.04.2023 23:15 - 12.04.2023 23:30","50018","48273"
"12.04.2023 23:30 - 12.04.2023 23:45","49367","47632"
"12.04.2023 23:45 - 13.04.2023 00:00","48700","47030"
"13.04.2023 00:00 - 13.04.2023 00:15","47272","46168"
"13.04.2023 00:15 - 13.04.2023 00:30","46707","45889"
"13.04.2023 00:30 - 13.04.2023 00:45","46245","44910"
"13.04.2023 00:45 - 13.04.2023 01:00","45710","44647"
"13.04.2023 01:00 - 13.04.2023 01:15","45172","43864"
"13.04.2023 01:15 - 13.04.2023 01:30","44833","43379"
"13.04.2023 01:30 - 13.04.2023 01:45","44508","43236"
"13.04.2023 01:45 - 13.04.2023 02:00","44261","43278"
"13.04.2023 02:00 - 13.04.2023 02:15","43944","43671"
"13.04.2023 02:15 - 13.04.2023 02:30","43726","43499"
"13.04.2023 02:30 - 13.04.2023 02:45","43716","43539"
"13.04.2023 02:45 - 13.04.2023 03:00","43743","43479"
"13.04.2023 03:00 - 13.04.2023 03:15","43849","43592"
"13.04.2023 03:15 - 13.04.2023 03:30","43906","43818"
"13.04.2023 03:30 - 13.04.2023 03:45","44009","44001"
"13.04.2023 03:45 - 13.04.2023 04:00","44175","43967"
"13.04.2023 04:00 - 13.04.2023 04:15","44436","44348"
"13.04.2023 04:15 - 13.04.2023 04:30","44646","44757"
"13.04.2023 04:30 - 13.04.2023 04:45","45146","45146"
"13.04.2023 04:45 - 13.04.2023 05:00","45655","45503"
"13.04.2023 05:00 - 13.04.2023 05:15","46620","46002"
"13.04.2023 05:15 - 13.04.2023 05:30","47311","46538"
"13.04.2023 05:30 - 13.04.2023 05:45","48440","47983"
"13.04.2023 05:45 - 13.04.2023 06:00","49754","49772"
"13.04.2023 06:00 - 13.04.2023 06:15","52062","51876"
"13.04.2023 06:15 - 13.04.2023 06:30","53706","52827"
"13.04.2023 06:30 - 13.04.2023 06:45","54840","53884"
"13.04.2023 06:45 - 13.04.2023 07:00","55853","54924"
"13.04.2023 07:00 - 13.04.2023 07:15","57311","56467"
"13.04.2023 07:15 - 13.04.2023 07:30","57344","57047"
"13.04.2023 07:30 - 13.04.2023 07:45","58197","57812"
"13.04.2023 07:45 - 13.04.2023 08:00","59046","58326"
"13.04.2023 08:00 - 13.04.2023 08:15","59854","59280"
"13.04.2023 08:15 - 13.04.2023 08:30","60533","60218"
"13.04.2023 08:30 - 13.04.2023 08:45","61089","60630"
"13.04.2023 08:45 - 13.04.2023 09:00","61564","60439"
"13.04.2023 09:00 - 13.04.2023 09:15","61800","60672"
"13.04.2023 09:15 - 13.04.2023 09:30","62352","61173"
"13.04.2023 09:30 - 13.04.2023 09:45","62774","61777"
"13.04.2023 09:45 - 13.04.2023 10:00","63180","62034"
"13.04.2023 10:00 - 13.04.2023 10:15","63663","62820"
"13.04.2023 10:15 - 13.04.2023 10:30","64005","63598"
"13.04.2023 10:30 - 13.04.2023 10:45","64046","63675"
"13.04.2023 10:45 - 13.04.2023 11:00","64515","64045"
"13.04.2023 11:00 - 13.04.2023 11:15","64889","63291"
