"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"05.04.2023 16:15 - 05.04.2023 16:30","7432","7035"
"05.04.2023 16:30 - 05.04.2023 16:45","7440","7044"
"05.04.2023 16:45 - 05.04.2023 17:00","7488","7095"
"05.04.2023 17:00 - 05.04.2023 17:15","7508","7172"
"05.04.2023 17:15 - 05.04.2023 17:30","7592","7244"
"05.04.2023 17:30 - 05.04.2023 17:45","7660","7349"
"05.04.2023 17:45 - 05.04.2023 18:00","7740","7415"
"05.04.2023 18:00 - 05.04.2023 18:15","7820","7601"
"05.04.2023 18:15 - 05.04.2023 18:30","7880","7708"
"05.04.2023 18:30 - 05.04.2023 18:45","7964","7758"
"05.04.2023 18:45 - 05.04.2023 19:00","8008","7818"
"05.04.2023 19:00 - 05.04.2023 19:15","8060","7918"
"05.04.2023 19:15 - 05.04.2023 19:30","8044","7914"
"05.04.2023 19:30 - 05.04.2023 19:45","8024","7975"
"05.04.2023 19:45 - 05.04.2023 20:00","7984","7948"
"05.04.2023 20:00 - 05.04.2023 20:15","7928","7930"
"05.04.2023 20:15 - 05.04.2023 20:30","7840","7854"
"05.04.2023 20:30 - 05.04.2023 20:45","7716","7778"
"05.04.2023 20:45 - 05.04.2023 21:00","7580","7641"
"05.04.2023 21:00 - 05.04.2023 21:15","7436","7476"
"05.04.2023 21:15 - 05.04.2023 21:30","7328","7338"
"05.04.2023 21:30 - 05.04.2023 21:45","7192","7264"
"05.04.2023 21:45 - 05.04.2023 22:00","7064","7094"
"05.04.2023 22:00 - 05.04.2023 22:15","7196","7233"
"05.04.2023 22:15 - 05.04.2023 22:30","7108","7154"
"05.04.2023 22:30 - 05.04.2023 22:45","6956","7012"
"05.04.2023 22:45 - 05.04.2023 23:00","6828","6957"
"05.04.2023 23:00 - 05.04.2023 23:15","6736","6797"
"05.04.2023 23:15 - 05.04.2023 23:30","6596","6650"
"05.04.2023 23:30 - 05.04.2023 23:45","6476","6564"
"05.04.2023 23:45 - 06.04.2023 00:00","6388","6442"
"06.04.2023 00:00 - 06.04.2023 00:15","6396","6468"
"06.04.2023 00:15 - 06.04.2023 00:30","6288","6368"
"06.04.2023 00:30 - 06.04.2023 00:45","6208","6309"
"06.04.2023 00:45 - 06.04.2023 01:00","6116","6261"
"06.04.2023 01:00 - 06.04.2023 01:15","6104","6218"
"06.04.2023 01:15 - 06.04.2023 01:30","6032","6161"
"06.04.2023 01:30 - 06.04.2023 01:45","6000","6089"
"06.04.2023 01:45 - 06.04.2023 02:00","5956","6028"
"06.04.2023 02:00 - 06.04.2023 02:15","6024","6093"
"06.04.2023 02:15 - 06.04.2023 02:30","5972","6040"
"06.04.2023 02:30 - 06.04.2023 02:45","5932","6015"
"06.04.2023 02:45 - 06.04.2023 03:00","5884","5979"
"06.04.2023 03:00 - 06.04.2023 03:15","5880","5995"
"06.04.2023 03:15 - 06.04.2023 03:30","5880","6008"
"06.04.2023 03:30 - 06.04.2023 03:45","5888","5976"
"06.04.2023 03:45 - 06.04.2023 04:00","5912","6038"
"06.04.2023 04:00 - 06.04.2023 04:15","5972","6111"
"06.04.2023 04:15 - 06.04.2023 04:30","6020","6120"
"06.04.2023 04:30 - 06.04.2023 04:45","6100","6164"
"06.04.2023 04:45 - 06.04.2023 05:00","6216","6276"
"06.04.2023 05:00 - 06.04.2023 05:15","6428","6485"
"06.04.2023 05:15 - 06.04.2023 05:30","6584","6627"
"06.04.2023 05:30 - 06.04.2023 05:45","6772","6835"
"06.04.2023 05:45 - 06.04.2023 06:00","7000","7000"
"06.04.2023 06:00 - 06.04.2023 06:15","7368","7411"
"06.04.2023 06:15 - 06.04.2023 06:30","7636","7652"
"06.04.2023 06:30 - 06.04.2023 06:45","7828","7770"
"06.04.2023 06:45 - 06.04.2023 07:00","7996","7938"
"06.04.2023 07:00 - 06.04.2023 07:15","8180","8173"
"06.04.2023 07:15 - 06.04.2023 07:30","8288","8248"
"06.04.2023 07:30 - 06.04.2023 07:45","8352","8338"
"06.04.2023 07:45 - 06.04.2023 08:00","8396","8404"
"06.04.2023 08:00 - 06.04.2023 08:15","8400","8378"
"06.04.2023 08:15 - 06.04.2023 08:30","8396","8394"
"06.04.2023 08:30 - 06.04.2023 08:45","8388","8346"
"06.04.2023 08:45 - 06.04.2023 09:00","8352","8238"
"06.04.2023 09:00 - 06.04.2023 09:15","8236","8142"
"06.04.2023 09:15 - 06.04.2023 09:30","8204","8074"
"06.04.2023 09:30 - 06.04.2023 09:45","8208","8048"
"06.04.2023 09:45 - 06.04.2023 10:00","8180","7969"
"06.04.2023 10:00 - 06.04.2023 10:15","8108","7920"
"06.04.2023 10:15 - 06.04.2023 10:30","8080","7907"
"06.04.2023 10:30 - 06.04.2023 10:45","8052","7884"
"06.04.2023 10:45 - 06.04.2023 11:00","8032","7881"
"06.04.2023 11:00 - 06.04.2023 11:15","7996","7854"
"06.04.2023 11:15 - 06.04.2023 11:30","7988","7864"
"06.04.2023 11:30 - 06.04.2023 11:45","7956","7861"
"06.04.2023 11:45 - 06.04.2023 12:00","7888","7782"
"06.04.2023 12:00 - 06.04.2023 12:15","7792","7651"
"06.04.2023 12:15 - 06.04.2023 12:30","7660","7508"
"06.04.2023 12:30 - 06.04.2023 12:45","7588","7452"
"06.04.2023 12:45 - 06.04.2023 13:00","7548","7375"
"06.04.2023 13:00 - 06.04.2023 13:15","7572","7380"
"06.04.2023 13:15 - 06.04.2023 13:30","7548","7312"
"06.04.2023 13:30 - 06.04.2023 13:45","7484","7251"
"06.04.2023 13:45 - 06.04.2023 14:00","7416","7199"
"06.04.2023 14:00 - 06.04.2023 14:15","7380","7141"
"06.04.2023 14:15 - 06.04.2023 14:30","7368","7118"
"06.04.2023 14:30 - 06.04.2023 14:45","7364","7121"
"06.04.2023 14:45 - 06.04.2023 15:00","7372","7066"
"06.04.2023 15:00 - 06.04.2023 15:15","7340","7060"
"06.04.2023 15:15 - 06.04.2023 15:30","7344","7054"
"06.04.2023 15:30 - 06.04.2023 15:45","7372","6971"
"06.04.2023 15:45 - 06.04.2023 16:00","7384","6987"
"06.04.2023 16:00 - 06.04.2023 16:15","7380","6953"
"06.04.2023 16:15 - 06.04.2023 16:30","7380","6872"
"06.04.2023 16:30 - 06.04.2023 16:45","7384","6924"
"06.04.2023 16:45 - 06.04.2023 17:00","7416","6943"
"06.04.2023 17:00 - 06.04.2023 17:15","7464","6984"
"06.04.2023 17:15 - 06.04.2023 17:30","7532","7060"
"06.04.2023 17:30 - 06.04.2023 17:45","7616","7137"
"06.04.2023 17:45 - 06.04.2023 18:00","7712","7237"
"06.04.2023 18:00 - 06.04.2023 18:15","7804","7342"
"06.04.2023 18:15 - 06.04.2023 18:30","7888","7441"
"06.04.2023 18:30 - 06.04.2023 18:45","7968","7570"
"06.04.2023 18:45 - 06.04.2023 19:00","8044","7642"
"06.04.2023 19:00 - 06.04.2023 19:15","8072","7715"
"06.04.2023 19:15 - 06.04.2023 19:30","8060","7818"
"06.04.2023 19:30 - 06.04.2023 19:45","8052","7883"
"06.04.2023 19:45 - 06.04.2023 20:00","8012","7856"
"06.04.2023 20:00 - 06.04.2023 20:15","7948","7788"
"06.04.2023 20:15 - 06.04.2023 20:30","7844","7680"
"06.04.2023 20:30 - 06.04.2023 20:45","7724","7602"
"06.04.2023 20:45 - 06.04.2023 21:00","7580","7438"
"06.04.2023 21:00 - 06.04.2023 21:15","7432","7240"
"06.04.2023 21:15 - 06.04.2023 21:30","7296","7121"
"06.04.2023 21:30 - 06.04.2023 21:45","7160","7011"
"06.04.2023 21:45 - 06.04.2023 22:00","7048","6925"
"06.04.2023 22:00 - 06.04.2023 22:15","7180","7043"
"06.04.2023 22:15 - 06.04.2023 22:30","7096","6960"
"06.04.2023 22:30 - 06.04.2023 22:45","6956","6824"
"06.04.2023 22:45 - 06.04.2023 23:00","6828","6704"
"06.04.2023 23:00 - 06.04.2023 23:15","6736","6594"
"06.04.2023 23:15 - 06.04.2023 23:30","6588","6479"
"06.04.2023 23:30 - 06.04.2023 23:45","6456","6318"
"06.04.2023 23:45 - 07.04.2023 00:00","6356","6209"
"07.04.2023 00:00 - 07.04.2023 00:15","6160","6264"
"07.04.2023 00:15 - 07.04.2023 00:30","6060","6169"
"07.04.2023 00:30 - 07.04.2023 00:45","5964","6085"
"07.04.2023 00:45 - 07.04.2023 01:00","5872","6026"
"07.04.2023 01:00 - 07.04.2023 01:15","5852","5996"
"07.04.2023 01:15 - 07.04.2023 01:30","5780","5944"
"07.04.2023 01:30 - 07.04.2023 01:45","5724","5873"
"07.04.2023 01:45 - 07.04.2023 02:00","5672","5821"
"07.04.2023 02:00 - 07.04.2023 02:15","5728","5853"
"07.04.2023 02:15 - 07.04.2023 02:30","5684","5814"
"07.04.2023 02:30 - 07.04.2023 02:45","5640","5798"
"07.04.2023 02:45 - 07.04.2023 03:00","5608","5740"
"07.04.2023 03:00 - 07.04.2023 03:15","5612","5744"
"07.04.2023 03:15 - 07.04.2023 03:30","5600","5792"
"07.04.2023 03:30 - 07.04.2023 03:45","5608","5753"
"07.04.2023 03:45 - 07.04.2023 04:00","5612","5739"
"07.04.2023 04:00 - 07.04.2023 04:15","5668","5799"
"07.04.2023 04:15 - 07.04.2023 04:30","5708","5831"
"07.04.2023 04:30 - 07.04.2023 04:45","5792","5893"
"07.04.2023 04:45 - 07.04.2023 05:00","5892","5976"
"07.04.2023 05:00 - 07.04.2023 05:15","6044","6165"
"07.04.2023 05:15 - 07.04.2023 05:30","6200","6290"
"07.04.2023 05:30 - 07.04.2023 05:45","6400","6468"
"07.04.2023 05:45 - 07.04.2023 06:00","6644","6634"
"07.04.2023 06:00 - 07.04.2023 06:15","6980","6957"
"07.04.2023 06:15 - 07.04.2023 06:30","7252","7120"
"07.04.2023 06:30 - 07.04.2023 06:45","7456","7299"
"07.04.2023 06:45 - 07.04.2023 07:00","7644","7386"
"07.04.2023 07:00 - 07.04.2023 07:15","7860","7636"
"07.04.2023 07:15 - 07.04.2023 07:30","7992","7744"
"07.04.2023 07:30 - 07.04.2023 07:45","8100","7796"
"07.04.2023 07:45 - 07.04.2023 08:00","8168","7841"
"07.04.2023 08:00 - 07.04.2023 08:15","8224","7938"
"07.04.2023 08:15 - 07.04.2023 08:30","8248","7944"
"07.04.2023 08:30 - 07.04.2023 08:45","8260","7969"
"07.04.2023 08:45 - 07.04.2023 09:00","8264","7981"
"07.04.2023 09:00 - 07.04.2023 09:15","8228","7932"
"07.04.2023 09:15 - 07.04.2023 09:30","8232","7880"
"07.04.2023 09:30 - 07.04.2023 09:45","8240","7898"
"07.04.2023 09:45 - 07.04.2023 10:00","8208","7886"
"07.04.2023 10:00 - 07.04.2023 10:15","8176","7758"
"07.04.2023 10:15 - 07.04.2023 10:30","8140","7707"
"07.04.2023 10:30 - 07.04.2023 10:45","8124","7692"
"07.04.2023 10:45 - 07.04.2023 11:00","8124","7662"
"07.04.2023 11:00 - 07.04.2023 11:15","8088","7652"
"07.04.2023 11:15 - 07.04.2023 11:30","8088","7659"
"07.04.2023 11:30 - 07.04.2023 11:45","8048","7611"
"07.04.2023 11:45 - 07.04.2023 12:00","7956","7498"
"07.04.2023 12:00 - 07.04.2023 12:15","7868","7386"
"07.04.2023 12:15 - 07.04.2023 12:30","7748","7280"
"07.04.2023 12:30 - 07.04.2023 12:45","7668","7180"
"07.04.2023 12:45 - 07.04.2023 13:00","7612","7076"
"07.04.2023 13:00 - 07.04.2023 13:15","7608","7080"
"07.04.2023 13:15 - 07.04.2023 13:30","7572","7047"
"07.04.2023 13:30 - 07.04.2023 13:45","7520","6947"
"07.04.2023 13:45 - 07.04.2023 14:00","7476","6864"
"07.04.2023 14:00 - 07.04.2023 14:15","7464","6825"
"07.04.2023 14:15 - 07.04.2023 14:30","7456","6805"
"07.04.2023 14:30 - 07.04.2023 14:45","7436","6820"
"07.04.2023 14:45 - 07.04.2023 15:00","7416","6834"
"07.04.2023 15:00 - 07.04.2023 15:15","7428","6839"
"07.04.2023 15:15 - 07.04.2023 15:30","7424","6851"
"07.04.2023 15:30 - 07.04.2023 15:45","7428","6818"
"07.04.2023 15:45 - 07.04.2023 16:00","7432","6842"
"07.04.2023 16:00 - 07.04.2023 16:15","7436","6832"
"07.04.2023 16:15 - 07.04.2023 16:30","7448","6837"
"07.04.2023 16:30 - 07.04.2023 16:45","7484","6890"
"07.04.2023 16:45 - 07.04.2023 17:00","7532","6914"
"07.04.2023 17:00 - 07.04.2023 17:15","7564","6968"
"07.04.2023 17:15 - 07.04.2023 17:30","7628","7048"
"07.04.2023 17:30 - 07.04.2023 17:45","7688","7135"
"07.04.2023 17:45 - 07.04.2023 18:00","7752","7207"
"07.04.2023 18:00 - 07.04.2023 18:15","7788","7212"
"07.04.2023 18:15 - 07.04.2023 18:30","7820","7204"
"07.04.2023 18:30 - 07.04.2023 18:45","7856","7340"
"07.04.2023 18:45 - 07.04.2023 19:00","7860","7338"
"07.04.2023 19:00 - 07.04.2023 19:15","7836","7411"
"07.04.2023 19:15 - 07.04.2023 19:30","7780","7454"
"07.04.2023 19:30 - 07.04.2023 19:45","7712","7442"
"07.04.2023 19:45 - 07.04.2023 20:00","7636","7402"
"07.04.2023 20:00 - 07.04.2023 20:15","7532","7318"
"07.04.2023 20:15 - 07.04.2023 20:30","7420","7190"
"07.04.2023 20:30 - 07.04.2023 20:45","7308","7115"
"07.04.2023 20:45 - 07.04.2023 21:00","7184","6978"
"07.04.2023 21:00 - 07.04.2023 21:15","7036","6773"
"07.04.2023 21:15 - 07.04.2023 21:30","6904","6675"
"07.04.2023 21:30 - 07.04.2023 21:45","6772","6552"
"07.04.2023 21:45 - 07.04.2023 22:00","6656","6435"
"07.04.2023 22:00 - 07.04.2023 22:15","6772","6526"
"07.04.2023 22:15 - 07.04.2023 22:30","6692","6504"
"07.04.2023 22:30 - 07.04.2023 22:45","6548","6367"
"07.04.2023 22:45 - 07.04.2023 23:00","6432","6200"
"07.04.2023 23:00 - 07.04.2023 23:15","6372","6153"
"07.04.2023 23:15 - 07.04.2023 23:30","6244","6031"
"07.04.2023 23:30 - 07.04.2023 23:45","6124","5866"
"07.04.2023 23:45 - 08.04.2023 00:00","6032","5790"
"08.04.2023 00:00 - 08.04.2023 00:15","5960","5756"
"08.04.2023 00:15 - 08.04.2023 00:30","5864","5697"
"08.04.2023 00:30 - 08.04.2023 00:45","5764","5607"
"08.04.2023 00:45 - 08.04.2023 01:00","5664","5484"
"08.04.2023 01:00 - 08.04.2023 01:15","5636","5440"
"08.04.2023 01:15 - 08.04.2023 01:30","5560","5396"
"08.04.2023 01:30 - 08.04.2023 01:45","5496","5358"
"08.04.2023 01:45 - 08.04.2023 02:00","5436","5295"
"08.04.2023 02:00 - 08.04.2023 02:15","5488","5333"
"08.04.2023 02:15 - 08.04.2023 02:30","5436","5270"
"08.04.2023 02:30 - 08.04.2023 02:45","5380","5226"
"08.04.2023 02:45 - 08.04.2023 03:00","5336","5138"
"08.04.2023 03:00 - 08.04.2023 03:15","5304","5171"
"08.04.2023 03:15 - 08.04.2023 03:30","5272","5102"
"08.04.2023 03:30 - 08.04.2023 03:45","5260","5099"
"08.04.2023 03:45 - 08.04.2023 04:00","5252","5085"
"08.04.2023 04:00 - 08.04.2023 04:15","5280","5118"
"08.04.2023 04:15 - 08.04.2023 04:30","5292","5154"
"08.04.2023 04:30 - 08.04.2023 04:45","5316","5167"
"08.04.2023 04:45 - 08.04.2023 05:00","5356","5197"
"08.04.2023 05:00 - 08.04.2023 05:15","5428","5356"
"08.04.2023 05:15 - 08.04.2023 05:30","5492","5403"
"08.04.2023 05:30 - 08.04.2023 05:45","5568","5462"
"08.04.2023 05:45 - 08.04.2023 06:00","5644","5491"
"08.04.2023 06:00 - 08.04.2023 06:15","5736","5605"
"08.04.2023 06:15 - 08.04.2023 06:30","5820","5689"
"08.04.2023 06:30 - 08.04.2023 06:45","5888","5757"
"08.04.2023 06:45 - 08.04.2023 07:00","5964","5826"
"08.04.2023 07:00 - 08.04.2023 07:15","6068","6017"
"08.04.2023 07:15 - 08.04.2023 07:30","6168","6110"
"08.04.2023 07:30 - 08.04.2023 07:45","6252","6191"
"08.04.2023 07:45 - 08.04.2023 08:00","6344","6327"
"08.04.2023 08:00 - 08.04.2023 08:15","6452","6534"
"08.04.2023 08:15 - 08.04.2023 08:30","6524","6659"
"08.04.2023 08:30 - 08.04.2023 08:45","6604","6784"
"08.04.2023 08:45 - 08.04.2023 09:00","6676","6887"
"08.04.2023 09:00 - 08.04.2023 09:15","6736","6948"
"08.04.2023 09:15 - 08.04.2023 09:30","6756","7006"
"08.04.2023 09:30 - 08.04.2023 09:45","6784","7104"
"08.04.2023 09:45 - 08.04.2023 10:00","6796","7198"
"08.04.2023 10:00 - 08.04.2023 10:15","6808","7206"
"08.04.2023 10:15 - 08.04.2023 10:30","6812","7260"
"08.04.2023 10:30 - 08.04.2023 10:45","6828","7318"
"08.04.2023 10:45 - 08.04.2023 11:00","6836","7322"
"08.04.2023 11:00 - 08.04.2023 11:15","6884","7334"
"08.04.2023 11:15 - 08.04.2023 11:30","6876","7330"
"08.04.2023 11:30 - 08.04.2023 11:45","6852","7357"
"08.04.2023 11:45 - 08.04.2023 12:00","6812","7332"
"08.04.2023 12:00 - 08.04.2023 12:15","6764","7245"
"08.04.2023 12:15 - 08.04.2023 12:30","6680","7244"
"08.04.2023 12:30 - 08.04.2023 12:45","6592","7140"
"08.04.2023 12:45 - 08.04.2023 13:00","6548","7067"
"08.04.2023 13:00 - 08.04.2023 13:15","6532","7078"
"08.04.2023 13:15 - 08.04.2023 13:30","6476","7008"
"08.04.2023 13:30 - 08.04.2023 13:45","6420","6990"
"08.04.2023 13:45 - 08.04.2023 14:00","6368","6931"
"08.04.2023 14:00 - 08.04.2023 14:15","6400","6888"
"08.04.2023 14:15 - 08.04.2023 14:30","6360","6854"
"08.04.2023 14:30 - 08.04.2023 14:45","6368","6824"
"08.04.2023 14:45 - 08.04.2023 15:00","6340","6789"
"08.04.2023 15:00 - 08.04.2023 15:15","6340","6777"
"08.04.2023 15:15 - 08.04.2023 15:30","6332","6750"
"08.04.2023 15:30 - 08.04.2023 15:45","6368","6684"
"08.04.2023 15:45 - 08.04.2023 16:00","6380","6652"
"08.04.2023 16:00 - 08.04.2023 16:15","6320","6671"
"08.04.2023 16:15 - 08.04.2023 16:30","6336","6614"
"08.04.2023 16:30 - 08.04.2023 16:45","6392","6588"
"08.04.2023 16:45 - 08.04.2023 17:00","6448","6575"
"08.04.2023 17:00 - 08.04.2023 17:15","6484","6635"
"08.04.2023 17:15 - 08.04.2023 17:30","6564","6679"
"08.04.2023 17:30 - 08.04.2023 17:45","6632","6697"
"08.04.2023 17:45 - 08.04.2023 18:00","6708","6692"
"08.04.2023 18:00 - 08.04.2023 18:15","6752","6766"
"08.04.2023 18:15 - 08.04.2023 18:30","6772","6688"
"08.04.2023 18:30 - 08.04.2023 18:45","6812","6651"
"08.04.2023 18:45 - 08.04.2023 19:00","6840","6630"
"08.04.2023 19:00 - 08.04.2023 19:15","6836","6702"
"08.04.2023 19:15 - 08.04.2023 19:30","6820","6734"
"08.04.2023 19:30 - 08.04.2023 19:45","6784","6723"
"08.04.2023 19:45 - 08.04.2023 20:00","6732","6655"
"08.04.2023 20:00 - 08.04.2023 20:15","6672","6611"
"08.04.2023 20:15 - 08.04.2023 20:30","6588","6560"
"08.04.2023 20:30 - 08.04.2023 20:45","6500","6552"
"08.04.2023 20:45 - 08.04.2023 21:00","6412","6420"
"08.04.2023 21:00 - 08.04.2023 21:15","6316","6219"
"08.04.2023 21:15 - 08.04.2023 21:30","6228","6098"
"08.04.2023 21:30 - 08.04.2023 21:45","6144","6030"
"08.04.2023 21:45 - 08.04.2023 22:00","6072","5993"
"08.04.2023 22:00 - 08.04.2023 22:15","6232","6142"
"08.04.2023 22:15 - 08.04.2023 22:30","6176","6088"
"08.04.2023 22:30 - 08.04.2023 22:45","6044","6012"
"08.04.2023 22:45 - 08.04.2023 23:00","5948","5874"
"08.04.2023 23:00 - 08.04.2023 23:15","5868","5766"
"08.04.2023 23:15 - 08.04.2023 23:30","5744","5649"
"08.04.2023 23:30 - 08.04.2023 23:45","5628","5554"
"08.04.2023 23:45 - 09.04.2023 00:00","5536","5462"
"09.04.2023 00:00 - 09.04.2023 00:15","5636","5479"
"09.04.2023 00:15 - 09.04.2023 00:30","5540","5382"
"09.04.2023 00:30 - 09.04.2023 00:45","5444","5253"
"09.04.2023 00:45 - 09.04.2023 01:00","5356","5140"
"09.04.2023 01:00 - 09.04.2023 01:15","5320","5141"
"09.04.2023 01:15 - 09.04.2023 01:30","5244","5102"
"09.04.2023 01:30 - 09.04.2023 01:45","5176","5028"
"09.04.2023 01:45 - 09.04.2023 02:00","5136","4953"
"09.04.2023 02:00 - 09.04.2023 02:15","5256","5039"
"09.04.2023 02:15 - 09.04.2023 02:30","5204","4985"
"09.04.2023 02:30 - 09.04.2023 02:45","5140","4938"
"09.04.2023 02:45 - 09.04.2023 03:00","5100","4897"
"09.04.2023 03:00 - 09.04.2023 03:15","5040","4887"
"09.04.2023 03:15 - 09.04.2023 03:30","5012","4840"
"09.04.2023 03:30 - 09.04.2023 03:45","4992","4812"
"09.04.2023 03:45 - 09.04.2023 04:00","4984","4817"
"09.04.2023 04:00 - 09.04.2023 04:15","4992","4828"
"09.04.2023 04:15 - 09.04.2023 04:30","4996","4846"
"09.04.2023 04:30 - 09.04.2023 04:45","5008","4856"
"09.04.2023 04:45 - 09.04.2023 05:00","5028","4883"
"09.04.2023 05:00 - 09.04.2023 05:15","5076","4971"
"09.04.2023 05:15 - 09.04.2023 05:30","5108","4961"
"09.04.2023 05:30 - 09.04.2023 05:45","5140","5019"
"09.04.2023 05:45 - 09.04.2023 06:00","5168","5050"
"09.04.2023 06:00 - 09.04.2023 06:15","5216","5132"
"09.04.2023 06:15 - 09.04.2023 06:30","5276","5190"
"09.04.2023 06:30 - 09.04.2023 06:45","5348","5238"
"09.04.2023 06:45 - 09.04.2023 07:00","5416","5260"
"09.04.2023 07:00 - 09.04.2023 07:15","5512","5411"
"09.04.2023 07:15 - 09.04.2023 07:30","5584","5482"
"09.04.2023 07:30 - 09.04.2023 07:45","5664","5576"
"09.04.2023 07:45 - 09.04.2023 08:00","5752","5668"
"09.04.2023 08:00 - 09.04.2023 08:15","5856","5775"
"09.04.2023 08:15 - 09.04.2023 08:30","5916","5863"
"09.04.2023 08:30 - 09.04.2023 08:45","6004","5966"
"09.04.2023 08:45 - 09.04.2023 09:00","6072","6042"
"09.04.2023 09:00 - 09.04.2023 09:15","6156","6151"
"09.04.2023 09:15 - 09.04.2023 09:30","6200","6173"
"09.04.2023 09:30 - 09.04.2023 09:45","6260","6206"
"09.04.2023 09:45 - 09.04.2023 10:00","6300","6250"
"09.04.2023 10:00 - 09.04.2023 10:15","6364","6288"
"09.04.2023 10:15 - 09.04.2023 10:30","6400","6348"
"09.04.2023 10:30 - 09.04.2023 10:45","6440","6378"
"09.04.2023 10:45 - 09.04.2023 11:00","6480","6366"
"09.04.2023 11:00 - 09.04.2023 11:15","6500","6425"
"09.04.2023 11:15 - 09.04.2023 11:30","6528","6460"
"09.04.2023 11:30 - 09.04.2023 11:45","6524","6431"
"09.04.2023 11:45 - 09.04.2023 12:00","6480","6316"
"09.04.2023 12:00 - 09.04.2023 12:15","6496","6228"
"09.04.2023 12:15 - 09.04.2023 12:30","6408","6150"
"09.04.2023 12:30 - 09.04.2023 12:45","6344","6038"
"09.04.2023 12:45 - 09.04.2023 13:00","6284","5926"
"09.04.2023 13:00 - 09.04.2023 13:15","6328","5909"
"09.04.2023 13:15 - 09.04.2023 13:30","6264","5822"
"09.04.2023 13:30 - 09.04.2023 13:45","6208","5749"
"09.04.2023 13:45 - 09.04.2023 14:00","6156","5658"
"09.04.2023 14:00 - 09.04.2023 14:15","6152","5616"
"09.04.2023 14:15 - 09.04.2023 14:30","6096","5570"
"09.04.2023 14:30 - 09.04.2023 14:45","6068","5582"
"09.04.2023 14:45 - 09.04.2023 15:00","6052","5555"
"09.04.2023 15:00 - 09.04.2023 15:15","6044","5549"
"09.04.2023 15:15 - 09.04.2023 15:30","6044","5513"
"09.04.2023 15:30 - 09.04.2023 15:45","6044","5486"
"09.04.2023 15:45 - 09.04.2023 16:00","6064","5481"
"09.04.2023 16:00 - 09.04.2023 16:15","6032","5477"
"09.04.2023 16:15 - 09.04.2023 16:30","6044","5426"
"09.04.2023 16:30 - 09.04.2023 16:45","6092","5426"
"09.04.2023 16:45 - 09.04.2023 17:00","6156","5462"
"09.04.2023 17:00 - 09.04.2023 17:15","6136","5526"
"09.04.2023 17:15 - 09.04.2023 17:30","6224","5577"
"09.04.2023 17:30 - 09.04.2023 17:45","6292","5620"
"09.04.2023 17:45 - 09.04.2023 18:00","6376","5685"
"09.04.2023 18:00 - 09.04.2023 18:15","6444","5785"
"09.04.2023 18:15 - 09.04.2023 18:30","6500","5800"
"09.04.2023 18:30 - 09.04.2023 18:45","6552","5849"
"09.04.2023 18:45 - 09.04.2023 19:00","6588","5928"
"09.04.2023 19:00 - 09.04.2023 19:15","6600","6000"
"09.04.2023 19:15 - 09.04.2023 19:30","6612","6038"
"09.04.2023 19:30 - 09.04.2023 19:45","6608","6059"
"09.04.2023 19:45 - 09.04.2023 20:00","6588","6059"
"09.04.2023 20:00 - 09.04.2023 20:15","6572","6076"
"09.04.2023 20:15 - 09.04.2023 20:30","6520","6050"
"09.04.2023 20:30 - 09.04.2023 20:45","6468","5979"
"09.04.2023 20:45 - 09.04.2023 21:00","6384","5912"
"09.04.2023 21:00 - 09.04.2023 21:15","6304","5804"
"09.04.2023 21:15 - 09.04.2023 21:30","6228","5726"
"09.04.2023 21:30 - 09.04.2023 21:45","6160","5662"
"09.04.2023 21:45 - 09.04.2023 22:00","6120","5600"
"09.04.2023 22:00 - 09.04.2023 22:15","6300","5840"
"09.04.2023 22:15 - 09.04.2023 22:30","6256","5837"
"09.04.2023 22:30 - 09.04.2023 22:45","6140","5707"
"09.04.2023 22:45 - 09.04.2023 23:00","6052","5609"
"09.04.2023 23:00 - 09.04.2023 23:15","6004","5546"
"09.04.2023 23:15 - 09.04.2023 23:30","5880","5423"
"09.04.2023 23:30 - 09.04.2023 23:45","5784","5317"
"09.04.2023 23:45 - 10.04.2023 00:00","5712","5259"
"10.04.2023 00:00 - 10.04.2023 00:15","5636","5314"
"10.04.2023 00:15 - 10.04.2023 00:30","5540","5196"
"10.04.2023 00:30 - 10.04.2023 00:45","5444","5114"
"10.04.2023 00:45 - 10.04.2023 01:00","5356","5030"
"10.04.2023 01:00 - 10.04.2023 01:15","5320","5044"
"10.04.2023 01:15 - 10.04.2023 01:30","5244","4940"
"10.04.2023 01:30 - 10.04.2023 01:45","5176","4904"
"10.04.2023 01:45 - 10.04.2023 02:00","5136","4885"
"10.04.2023 02:00 - 10.04.2023 02:15","5256","4938"
"10.04.2023 02:15 - 10.04.2023 02:30","5204","4854"
"10.04.2023 02:30 - 10.04.2023 02:45","5140","4828"
"10.04.2023 02:45 - 10.04.2023 03:00","5100","4791"
"10.04.2023 03:00 - 10.04.2023 03:15","5040","4782"
"10.04.2023 03:15 - 10.04.2023 03:30","5012","4767"
"10.04.2023 03:30 - 10.04.2023 03:45","4992","4761"
"10.04.2023 03:45 - 10.04.2023 04:00","4984","4747"
