"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Germany (DE)","Generation - Solar  [MW] Current / Germany (DE)","Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Offshore  [MW] Current / Germany (DE)","Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Onshore  [MW] Current / Germany (DE)"
"01.08.2022 03:15 - 01.08.2022 03:30","0","0","2480","3349","6094","6952"
"01.08.2022 03:30 - 01.08.2022 03:45","0","0","2471","3262","6170","7012"
"01.08.2022 03:45 - 01.08.2022 04:00","0","0","2463","3201","6249","7047"
"01.08.2022 04:00 - 01.08.2022 04:15","0","0","2449","3117","6330","6899"
"01.08.2022 04:15 - 01.08.2022 04:30","0","0","2423","3015","6388","6758"
"01.08.2022 04:30 - 01.08.2022 04:45","0","0","2400","2930","6444","6655"
"01.08.2022 04:45 - 01.08.2022 05:00","0","0","2376","2877","6491","6782"
"01.08.2022 05:00 - 01.08.2022 05:15","0","0","2349","2822","6525","6879"
"01.08.2022 05:15 - 01.08.2022 05:30","0","0","2291","2735","6475","6836"
"01.08.2022 05:30 - 01.08.2022 05:45","33","17","2230","2687","6422","6802"
"01.08.2022 05:45 - 01.08.2022 06:00","71","66","2174","2584","6361","6800"
"01.08.2022 06:00 - 01.08.2022 06:15","319","292","2092","2510","6332","6794"
"01.08.2022 06:15 - 01.08.2022 06:30","605","585","2035","2455","6276","6781"
"01.08.2022 06:30 - 01.08.2022 06:45","977","947","1980","2370","6215","6749"
"01.08.2022 06:45 - 01.08.2022 07:00","1495","1455","1921","2315","6134","6710"
"01.08.2022 07:00 - 01.08.2022 07:15","2225","2191","1868","2228","6046","6656"
"01.08.2022 07:15 - 01.08.2022 07:30","3105","3131","1817","2199","5943","6578"
"01.08.2022 07:30 - 01.08.2022 07:45","4139","4258","1766","2123","5826","6373"
"01.08.2022 07:45 - 01.08.2022 08:00","5320","5452","1715","2031","5729","6203"
"01.08.2022 08:00 - 01.08.2022 08:15","6602","6747","1667","1940","5633","5959"
"01.08.2022 08:15 - 01.08.2022 08:30","8010","8161","1608","1854","5563","5876"
"01.08.2022 08:30 - 01.08.2022 08:45","9463","9636","1546","1777","5508","5821"
"01.08.2022 08:45 - 01.08.2022 09:00","10913","11102","1488","1675","5449","5729"
"01.08.2022 09:00 - 01.08.2022 09:15","12342","12761","1426","1549","5395","5603"
"01.08.2022 09:15 - 01.08.2022 09:30","13739","14219","1365","1470","5377","5773"
"01.08.2022 09:30 - 01.08.2022 09:45","15080","15645","1300","1415","5374","5885"
"01.08.2022 09:45 - 01.08.2022 10:00","16365","17218","1236","1360","5393","5812"
"01.08.2022 10:00 - 01.08.2022 10:15","17599","18647","1174","1273","5399","5863"
"01.08.2022 10:15 - 01.08.2022 10:30","18773","19806","1112","1191","5422","5926"
"01.08.2022 10:30 - 01.08.2022 10:45","19864","20870","1048","1105","5444","5952"
"01.08.2022 10:45 - 01.08.2022 11:00","20854","21902","985","1039","5460","5996"
"01.08.2022 11:00 - 01.08.2022 11:15","21829","22879","925","983","5476","6007"
"01.08.2022 11:15 - 01.08.2022 11:30","22604","23523","885","956","5470","6080"
"01.08.2022 11:30 - 01.08.2022 11:45","23353","24170","841","933","5459","6167"
"01.08.2022 11:45 - 01.08.2022 12:00","23990","24843","800","898","5457","6202"
"01.08.2022 12:00 - 01.08.2022 12:15","24565","25166","761","876","5453","6266"
"01.08.2022 12:15 - 01.08.2022 12:30","25045","25566","731","827","5458","6331"
"01.08.2022 12:30 - 01.08.2022 12:45","25409","25872","700","765","5464","6397"
"01.08.2022 12:45 - 01.08.2022 13:00","25645","26380","676","749","5477","6509"
"01.08.2022 13:00 - 01.08.2022 13:15","25857","26424","649","713","5491","6601"
"01.08.2022 13:15 - 01.08.2022 13:30","26008","26754","648","699","5515","6793"
"01.08.2022 13:30 - 01.08.2022 13:45","26044","26775","649","686","5563","6877"
"01.08.2022 13:45 - 01.08.2022 14:00","25909","26553","653","645","5617","6951"
"01.08.2022 14:00 - 01.08.2022 14:15","25791","26365","650","638","5667","7031"
"01.08.2022 14:15 - 01.08.2022 14:30","25555","25866","648","627","5704","7130"
"01.08.2022 14:30 - 01.08.2022 14:45","25235","25292","644","591","5722","7120"
"01.08.2022 14:45 - 01.08.2022 15:00","24853","24780","638","555","5731","7227"
"01.08.2022 15:00 - 01.08.2022 15:15","24413","24128","631","518","5739","7127"
"01.08.2022 15:15 - 01.08.2022 15:30","23789","23531","625","505","5748","7058"
"01.08.2022 15:30 - 01.08.2022 15:45","23047","22814","613","488","5756","7015"
"01.08.2022 15:45 - 01.08.2022 16:00","22168","22052","602","481","5771","6953"
"01.08.2022 16:00 - 01.08.2022 16:15","21230","21056","592","475","5775","6883"
"01.08.2022 16:15 - 01.08.2022 16:30","20163","20140","583","454","5741","6737"
"01.08.2022 16:30 - 01.08.2022 16:45","19015","19204","579","442","5705","6603"
"01.08.2022 16:45 - 01.08.2022 17:00","17806","18056","569","445","5662","6446"
"01.08.2022 17:00 - 01.08.2022 17:15","16530","16689","565","455","5609","6286"
"01.08.2022 17:15 - 01.08.2022 17:30","15147","15354","547","444","5470","6122"
"01.08.2022 17:30 - 01.08.2022 17:45","13699","13771","532","436","5328","6018"
"01.08.2022 17:45 - 01.08.2022 18:00","12194","12196","517","438","5185","5857"
"01.08.2022 18:00 - 01.08.2022 18:15","10710","10580","498","429","5039","5638"
"01.08.2022 18:15 - 01.08.2022 18:30","9204","9027","472","416","4874","5463"
"01.08.2022 18:30 - 01.08.2022 18:45","7728","7524","454","405","4708","5248"
"01.08.2022 18:45 - 01.08.2022 19:00","6338","6165","428","413","4553","5014"
"01.08.2022 19:00 - 01.08.2022 19:15","5061","4865","405","398","4398","4797"
"01.08.2022 19:15 - 01.08.2022 19:30","3894","3745","388","384","4241","4607"
"01.08.2022 19:30 - 01.08.2022 19:45","2889","2746","373","336","4084","4485"
"01.08.2022 19:45 - 01.08.2022 20:00","2079","1985","358","298","3925","4320"
"01.08.2022 20:00 - 01.08.2022 20:15","1447","1354","342","274","3767","4126"
"01.08.2022 20:15 - 01.08.2022 20:30","954","889","335","274","3652","3937"
"01.08.2022 20:30 - 01.08.2022 20:45","563","523","326","267","3590","3601"
"01.08.2022 20:45 - 01.08.2022 21:00","278","249","316","252","3557","3522"
"01.08.2022 21:00 - 01.08.2022 21:15","91","71","303","239","3548","3462"
"01.08.2022 21:15 - 01.08.2022 21:30","1","1","302","236","3565","3357"
"01.08.2022 21:30 - 01.08.2022 21:45","0","0","299","236","3582","3312"
"01.08.2022 21:45 - 01.08.2022 22:00","0","0","293","232","3578","3286"
"01.08.2022 22:00 - 01.08.2022 22:15","0","0","292","233","3549","3270"
"01.08.2022 22:15 - 01.08.2022 22:30","0","0","295","228","3465","3058"
"01.08.2022 22:30 - 01.08.2022 22:45","0","0","298","232","3382","2958"
"01.08.2022 22:45 - 01.08.2022 23:00","0","0","302","234","3280","2909"
"01.08.2022 23:00 - 01.08.2022 23:15","0","0","309","238","3175","2839"
"01.08.2022 23:15 - 01.08.2022 23:30","0","0","317","245","3027","2824"
"01.08.2022 23:30 - 01.08.2022 23:45","0","0","330","248","2884","2839"
"01.08.2022 23:45 - 02.08.2022 00:00","0","0","341","256","2742","2651"
"02.08.2022 00:00 - 02.08.2022 00:15","0","0","294","179","2369","2515"
"02.08.2022 00:15 - 02.08.2022 00:30","0","0","323","203","2234","2515"
"02.08.2022 00:30 - 02.08.2022 00:45","0","0","349","245","2097","2446"
"02.08.2022 00:45 - 02.08.2022 01:00","0","0","380","264","1964","2337"
"02.08.2022 01:00 - 02.08.2022 01:15","0","0","388","306","1839","2112"
"02.08.2022 01:15 - 02.08.2022 01:30","0","0","438","336","1720","1864"
"02.08.2022 01:30 - 02.08.2022 01:45","0","0","485","375","1609","1711"
"02.08.2022 01:45 - 02.08.2022 02:00","0","0","539","409","1512","1557"
"02.08.2022 02:00 - 02.08.2022 02:15","0","0","594","421","1436","1474"
"02.08.2022 02:15 - 02.08.2022 02:30","0","0","655","500","1375","1344"
"02.08.2022 02:30 - 02.08.2022 02:45","0","0","717","568","1305","1262"
"02.08.2022 02:45 - 02.08.2022 03:00","0","0","775","686","1230","1154"
"02.08.2022 03:00 - 02.08.2022 03:15","0","0","840","778","1170","1089"
"02.08.2022 03:15 - 02.08.2022 03:30","0","0","944","851","1122","1084"
"02.08.2022 03:30 - 02.08.2022 03:45","0","0","1045","937","1082","1005"
"02.08.2022 03:45 - 02.08.2022 04:00","0","0","1146","996","1057","1014"
"02.08.2022 04:00 - 02.08.2022 04:15","0","0","1256","1104","1043","1039"
"02.08.2022 04:15 - 02.08.2022 04:30","0","0","1391","1221","1077","1066"
"02.08.2022 04:30 - 02.08.2022 04:45","0","0","1526","1412","1110","1062"
"02.08.2022 04:45 - 02.08.2022 05:00","0","0","1662","1541","1151","1112"
"02.08.2022 05:00 - 02.08.2022 05:15","0","0","1796","1720","1200","1158"
"02.08.2022 05:15 - 02.08.2022 05:30","0","0","1933","1828","1259","1245"
"02.08.2022 05:30 - 02.08.2022 05:45","2","1","2063","2010","1318","1367"
"02.08.2022 05:45 - 02.08.2022 06:00","99","86","2192","2132","1385","1504"
"02.08.2022 06:00 - 02.08.2022 06:15","405","367","2313","2246","1454","1555"
"02.08.2022 06:15 - 02.08.2022 06:30","815","765","2418","2405","1544","1550"
"02.08.2022 06:30 - 02.08.2022 06:45","1352","1262","2518","2562","1635","1666"
"02.08.2022 06:45 - 02.08.2022 07:00","2092","2007","2617","2729","1714","1705"
"02.08.2022 07:00 - 02.08.2022 07:15","3098","3061","2713","2842","1786","1755"
"02.08.2022 07:15 - 02.08.2022 07:30","4344","4377","2804","2982","1816","1775"
"02.08.2022 07:30 - 02.08.2022 07:45","5823","5925","2894","3088","1799","1889"
"02.08.2022 07:45 - 02.08.2022 08:00","7497","7674","2990","3186","1739","1907"
"02.08.2022 08:00 - 02.08.2022 08:15","9314","9564","3075","3328","1591","1880"
"02.08.2022 08:15 - 02.08.2022 08:30","11292","11541","3140","3434","1419","1738"
"02.08.2022 08:30 - 02.08.2022 08:45","13326","13580","3200","3509","1316","1592"
"02.08.2022 08:45 - 02.08.2022 09:00","15362","15713","3257","3574","1256","1500"
"02.08.2022 09:00 - 02.08.2022 09:15","17345","17890","3316","3648","1233","1363"
"02.08.2022 09:15 - 02.08.2022 09:30","19262","20006","3383","3726","1232","1308"
"02.08.2022 09:30 - 02.08.2022 09:45","21078","22108","3446","3829","1238","1274"
"02.08.2022 09:45 - 02.08.2022 10:00","22763","24082","3514","3882","1263","1280"
"02.08.2022 10:00 - 02.08.2022 10:15","24320","25805","3565","3987","1318","1397"
"02.08.2022 10:15 - 02.08.2022 10:30","25769","27263","3619","4053","1368","1523"
"02.08.2022 10:30 - 02.08.2022 10:45","27084","28785","3674","4108","1421","1651"
"02.08.2022 10:45 - 02.08.2022 11:00","28281","30159","3727","4196","1494","1732"
"02.08.2022 11:00 - 02.08.2022 11:15","29422","31167","3783","4225","1568","1807"
"02.08.2022 11:15 - 02.08.2022 11:30","30281","32075","3831","4223","1675","1993"
"02.08.2022 11:30 - 02.08.2022 11:45","31020","32980","3875","4247","1784","2226"
"02.08.2022 11:45 - 02.08.2022 12:00","31645","33853","3922","4259","1891","2437"
"02.08.2022 12:00 - 02.08.2022 12:15","32168","34397","3962","4274","1999","2608"
"02.08.2022 12:15 - 02.08.2022 12:30","32583","34729","3973","4306","2128","2872"
"02.08.2022 12:30 - 02.08.2022 12:45","32876","34890","3983","4273","2257","3029"
"02.08.2022 12:45 - 02.08.2022 13:00","33050","34914","3994","4256","2385","3173"
"02.08.2022 13:00 - 02.08.2022 13:15","33104","34802","4002","4198","2513","3401"
"02.08.2022 13:15 - 02.08.2022 13:30","33089","34890","3975","4186","2644","3777"
"02.08.2022 13:30 - 02.08.2022 13:45","32952","34663","3951","4204","2768","4014"
"02.08.2022 13:45 - 02.08.2022 14:00","32694","34507","3926","4222","2895","4189"
"02.08.2022 14:00 - 02.08.2022 14:15","32318","34164","3903","4229","3038","4383"
"02.08.2022 14:15 - 02.08.2022 14:30","31877","33856","3904","4184","3175","4728"
"02.08.2022 14:30 - 02.08.2022 14:45","31265","33184","3906","4130","3300","5002"
"02.08.2022 14:45 - 02.08.2022 15:00","30503","32259","3907","4177","3419","5124"
"02.08.2022 15:00 - 02.08.2022 15:15","29665","31293","3907","4111","3483","5157"
"02.08.2022 15:15 - 02.08.2022 15:30","28726","30405","3915","4059","3511","5067"
"02.08.2022 15:30 - 02.08.2022 15:45","27721","29308","3920","4068","3540","4970"
"02.08.2022 15:45 - 02.08.2022 16:00","26597","28030","3926","4030","3532","4930"
"02.08.2022 16:00 - 02.08.2022 16:15","25303","26714","3929","4074","3508","4854"
"02.08.2022 16:15 - 02.08.2022 16:30","23978","25559","3909","4018","3399","4678"
"02.08.2022 16:30 - 02.08.2022 16:45","22559","23882","3883","4029","3306","4587"
"02.08.2022 16:45 - 02.08.2022 17:00","21050","22172","3867","3968","3225","4476"
"02.08.2022 17:00 - 02.08.2022 17:15","19444","20457","3852","3827","3141","4259"
"02.08.2022 17:15 - 02.08.2022 17:30","17717","18658","3825","3759","3009","4071"
"02.08.2022 17:30 - 02.08.2022 17:45","15915","16605","3795","3742","2884","3742"
"02.08.2022 17:45 - 02.08.2022 18:00","14072","14701","3763","3720","2790","3492"
"02.08.2022 18:00 - 02.08.2022 18:15","12211","12815","3726","3671","2694","3305"
"02.08.2022 18:15 - 02.08.2022 18:30","10336","10752","3666","3702","2596","3188"
"02.08.2022 18:30 - 02.08.2022 18:45","8508","8825","3612","3679","2497","2956"
"02.08.2022 18:45 - 02.08.2022 19:00","6807","7091","3547","3672","2370","2790"
"02.08.2022 19:00 - 02.08.2022 19:15","5288","5512","3483","3689","2254","2467"
"02.08.2022 19:15 - 02.08.2022 19:30","3953","4146","3426","3614","2149","2286"
"02.08.2022 19:30 - 02.08.2022 19:45","2853","3034","3362","3524","2042","2327"
"02.08.2022 19:45 - 02.08.2022 20:00","2000","2176","3286","3529","1932","2166"
"02.08.2022 20:00 - 02.08.2022 20:15","1365","1522","3224","3469","1816","1929"
"02.08.2022 20:15 - 02.08.2022 20:30","887","1016","3193","3327","1738","1763"
"02.08.2022 20:30 - 02.08.2022 20:45","504","558","3164","3295","1701","1493"
"02.08.2022 20:45 - 02.08.2022 21:00","238","219","3132","3282","1681","1403"
"02.08.2022 21:00 - 02.08.2022 21:15","72","49","3099","3350","1691","1303"
"02.08.2022 21:15 - 02.08.2022 21:30","0","0","3099","3410","1715","1273"
"02.08.2022 21:30 - 02.08.2022 21:45","0","0","3102","3449","1738","1182"
"02.08.2022 21:45 - 02.08.2022 22:00","0","0","3106","3489","1777","1215"
"02.08.2022 22:00 - 02.08.2022 22:15","0","0","3117","3526","1826","1150"
"02.08.2022 22:15 - 02.08.2022 22:30","0","0","3130","3553","1950","1204"
"02.08.2022 22:30 - 02.08.2022 22:45","0","0","3145","3575","2074","1265"
"02.08.2022 22:45 - 02.08.2022 23:00","0","0","3158","3579","2202","1377"
"02.08.2022 23:00 - 02.08.2022 23:15","0","0","3172","3531","2336","1481"
"02.08.2022 23:15 - 02.08.2022 23:30","0","0","3205","3528","2451","1584"
"02.08.2022 23:30 - 02.08.2022 23:45","0","0","3237","3530","2560","1742"
"02.08.2022 23:45 - 03.08.2022 00:00","0","0","3269","3515","2670","1861"
"03.08.2022 00:00 - 03.08.2022 00:15","0","0","3491","3405","2411","1458"
"03.08.2022 00:15 - 03.08.2022 00:30","0","0","3531","3371","2524","1408"
"03.08.2022 00:30 - 03.08.2022 00:45","0","0","3575","3390","2633","1485"
"03.08.2022 00:45 - 03.08.2022 01:00","0","0","3616","3372","2754","1614"
"03.08.2022 01:00 - 03.08.2022 01:15","0","0","3524","3384","2877","1774"
"03.08.2022 01:15 - 03.08.2022 01:30","0","0","3544","3398","3003","1994"
"03.08.2022 01:30 - 03.08.2022 01:45","0","0","3564","3439","3148","2172"
"03.08.2022 01:45 - 03.08.2022 02:00","0","0","3585","3434","3296","2347"
"03.08.2022 02:00 - 03.08.2022 02:15","0","0","3607","3420","3474","2555"
"03.08.2022 02:15 - 03.08.2022 02:30","0","0","3620","3504","3652","2797"
"03.08.2022 02:30 - 03.08.2022 02:45","0","0","3632","3581","3792","2987"
"03.08.2022 02:45 - 03.08.2022 03:00","0","0","3644","3589","3906","3139"
"03.08.2022 03:00 - 03.08.2022 03:15","0","0","3653","3600","4009","3268"
"03.08.2022 03:15 - 03.08.2022 03:30","0","0","3671","3594","4101","3349"
"03.08.2022 03:30 - 03.08.2022 03:45","0","0","3691","3595","4200","3421"
"03.08.2022 03:45 - 03.08.2022 04:00","0","0","3701","3615","4299","3610"
"03.08.2022 04:00 - 03.08.2022 04:15","0","0","3718","3642","4404","3777"
"03.08.2022 04:15 - 03.08.2022 04:30","0","0","3738","3594","4513","3876"
"03.08.2022 04:30 - 03.08.2022 04:45","0","0","3751","3616","4623","4015"
"03.08.2022 04:45 - 03.08.2022 05:00","0","0","3766","3621","4738","4152"
"03.08.2022 05:00 - 03.08.2022 05:15","0","0","3775","3670","4849","4325"
"03.08.2022 05:15 - 03.08.2022 05:30","0","0","3779","3761","4887","4440"
"03.08.2022 05:30 - 03.08.2022 05:45","0","1","3775","3842","4927","4560"
"03.08.2022 05:45 - 03.08.2022 06:00","68","74","3775","3905","4964","4669"
"03.08.2022 06:00 - 03.08.2022 06:15","345","343","3773","3917","5045","4887"
"03.08.2022 06:15 - 03.08.2022 06:30","757","739","3761","3923","5039","4890"
"03.08.2022 06:30 - 03.08.2022 06:45","1314","1266","3749","3922","5032","5099"
"03.08.2022 06:45 - 03.08.2022 07:00","2076","2016","3741","3928","4969","5115"
"03.08.2022 07:00 - 03.08.2022 07:15","3150","3104","3723","3904","4886","5082"
"03.08.2022 07:15 - 03.08.2022 07:30","4520","4520","3704","3873","4765","4892"
"03.08.2022 07:30 - 03.08.2022 07:45","6175","6218","3689","3793","4609","4790"
"03.08.2022 07:45 - 03.08.2022 08:00","8054","8187","3675","3731","4441","4475"
"03.08.2022 08:00 - 03.08.2022 08:15","10090","10270","3656","3647","4239","4155"
"03.08.2022 08:15 - 03.08.2022 08:30","12264","12502","3641","3612","3914","3827"
"03.08.2022 08:30 - 03.08.2022 08:45","14521","14698","3628","3609","3558","3059"
"03.08.2022 08:45 - 03.08.2022 09:00","16714","16981","3607","3551","3196","2690"
"03.08.2022 09:00 - 03.08.2022 09:15","18853","19227","3578","3521","2950","2434"
"03.08.2022 09:15 - 03.08.2022 09:30","20911","21406","3538","3514","2823","2408"
"03.08.2022 09:30 - 03.08.2022 09:45","22857","23444","3499","3512","2721","2585"
"03.08.2022 09:45 - 03.08.2022 10:00","24680","25253","3451","3567","2668","2760"
"03.08.2022 10:00 - 03.08.2022 10:15","26356","26863","3402","3569","2645","2923"
"03.08.2022 10:15 - 03.08.2022 10:30","27867","28419","3373","3509","2702","3171"
"03.08.2022 10:30 - 03.08.2022 10:45","29224","29869","3342","3508","2756","3504"
"03.08.2022 10:45 - 03.08.2022 11:00","30439","31346","3305","3481","2815","3714"
"03.08.2022 11:00 - 03.08.2022 11:15","31539","32487","3280","3424","2886","3888"
"03.08.2022 11:15 - 03.08.2022 11:30","32450","33520","3268","3411","2989","4087"
"03.08.2022 11:30 - 03.08.2022 11:45","33243","34358","3265","3484","3093","4408"
"03.08.2022 11:45 - 03.08.2022 12:00","33901","34997","3254","3451","3184","4507"
"03.08.2022 12:00 - 03.08.2022 12:15","34421","35531","3247","3365","3263","4757"
"03.08.2022 12:15 - 03.08.2022 12:30","34842","35979","3221","3251","3293","4725"
"03.08.2022 12:30 - 03.08.2022 12:45","35124","36262","3192","3174","3328","4705"
"03.08.2022 12:45 - 03.08.2022 13:00","35276","36549","3165","3130","3344","4765"
"03.08.2022 13:00 - 03.08.2022 13:15","35313","36618","3132","3062","3353","4757"
"03.08.2022 13:15 - 03.08.2022 13:30","35284","36676","3085","3083","3352","4658"
"03.08.2022 13:30 - 03.08.2022 13:45","35130","36517","3037","3079","3347","4511"
"03.08.2022 13:45 - 03.08.2022 14:00","34877","36214","2983","3063","3341","4392"
"03.08.2022 14:00 - 03.08.2022 14:15","34503","35843","2929","3039","3342","4251"
"03.08.2022 14:15 - 03.08.2022 14:30","34030","35343","2895","3007","3331","4152"
"03.08.2022 14:30 - 03.08.2022 14:45","33419","34696","2859","2978","3310","4008"
"03.08.2022 14:45 - 03.08.2022 15:00","32681","34155","2822","2913","3280","3786"
"03.08.2022 15:00 - 03.08.2022 15:15","31790","33305","2780","2886","3242","3669"
"03.08.2022 15:15 - 03.08.2022 15:30","30818","32389","2710","2768","3197","3568"
"03.08.2022 15:30 - 03.08.2022 15:45","29772","31370","2639","2736","3153","3401"
"03.08.2022 15:45 - 03.08.2022 16:00","28583","30062","2562","2690","3099","3270"
"03.08.2022 16:00 - 03.08.2022 16:15","27287","28717","2475","2636","3042","3104"
"03.08.2022 16:15 - 03.08.2022 16:30","25857","27213","2366","2477","2962","3025"
"03.08.2022 16:30 - 03.08.2022 16:45","24311","25461","2256","2373","2882","2843"
"03.08.2022 16:45 - 03.08.2022 17:00","22641","23628","2148","2259","2802","2709"
"03.08.2022 17:00 - 03.08.2022 17:15","20878","21820","2039","2180","2716","2565"
"03.08.2022 17:15 - 03.08.2022 17:30","19017","19856","1920","2078","2586","2460"
